timestamp,image,model,variant,prompt,response,garbage_detected,classes_detected,inference_s,vram_mb
2026-04-22T12:34:07,close_distance_trash29.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.596 | plastic bag: 0.264 | plastic bottle: 0.046 | trash pile: 0.043 | plastic wrapper: 0.029 | trash: 0.013 | can: 0.008 | glass: 0.000",True,plastic bag,0.02,1659.9
2026-04-22T12:34:08,close_distance_trash30.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.668 | plastic wrapper: 0.182 | no garbage, clean environment: 0.064 | plastic bag: 0.052 | trash: 0.020 | trash pile: 0.012 | can: 0.001 | glass: 0.001",True,plastic bottle,0.016,1659.9
2026-04-22T12:34:08,close_distance_trash31.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.572 | trash pile: 0.184 | trash: 0.092 | no garbage, clean environment: 0.068 | plastic bag: 0.050 | plastic wrapper: 0.029 | can: 0.003 | glass: 0.000",True,plastic bottle,0.02,1659.9
2026-04-22T12:34:08,close_distance_trash32.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.341 | can: 0.320 | plastic bag: 0.217 | plastic wrapper: 0.046 | no garbage, clean environment: 0.035 | trash: 0.021 | glass: 0.012 | trash pile: 0.008",True,"plastic bottle, can",0.02,1659.9
2026-04-22T12:34:08,close_distance_trash33.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.384 | trash pile: 0.307 | trash: 0.139 | can: 0.085 | plastic bottle: 0.044 | plastic bag: 0.027 | no garbage, clean environment: 0.013 | glass: 0.001",True,"plastic wrapper, trash pile",0.019,1659.9
2026-04-22T12:34:08,close_distance_trash35.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","can: 0.397 | plastic wrapper: 0.271 | trash: 0.126 | glass: 0.082 | no garbage, clean environment: 0.054 | plastic bottle: 0.046 | trash pile: 0.017 | plastic bag: 0.007",True,"can, plastic wrapper",0.022,1659.9
2026-04-22T12:34:08,close_distance_trash36.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.415 | no garbage, clean environment: 0.281 | plastic wrapper: 0.238 | trash pile: 0.033 | trash: 0.027 | plastic bottle: 0.004 | can: 0.002 | glass: 0.000",True,plastic bag,0.018,1659.9
2026-04-22T12:34:08,close_distance_trash37.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.349 | trash pile: 0.246 | no garbage, clean environment: 0.213 | plastic bag: 0.077 | trash: 0.057 | can: 0.054 | glass: 0.003 | plastic bottle: 0.001",True,plastic wrapper,0.018,1659.9
2026-04-22T12:34:08,close_distance_trash38.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.951 | trash: 0.021 | can: 0.011 | trash pile: 0.009 | no garbage, clean environment: 0.005 | plastic bag: 0.003 | plastic bottle: 0.000 | glass: 0.000",True,plastic wrapper,0.016,1659.9
2026-04-22T12:34:08,close_distance_trash4.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.415 | trash pile: 0.336 | trash: 0.161 | can: 0.046 | plastic bag: 0.029 | plastic wrapper: 0.008 | plastic bottle: 0.006 | glass: 0.000",True,trash pile,0.02,1659.9
2026-04-22T12:34:08,close_distance_trash5.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.489 | no garbage, clean environment: 0.325 | plastic bag: 0.102 | trash pile: 0.039 | trash: 0.033 | plastic wrapper: 0.011 | can: 0.001 | glass: 0.000",True,plastic bottle,0.017,1659.9
2026-04-22T12:34:08,close_distance_trash6.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","trash pile: 0.498 | trash: 0.312 | no garbage, clean environment: 0.145 | plastic bag: 0.030 | plastic bottle: 0.010 | plastic wrapper: 0.003 | can: 0.001 | glass: 0.000",True,"trash pile, trash",0.023,1659.9
2026-04-22T12:34:08,close_distance_trash9.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","trash pile: 0.414 | no garbage, clean environment: 0.298 | trash: 0.106 | plastic bag: 0.075 | can: 0.071 | plastic bottle: 0.027 | plastic wrapper: 0.010 | glass: 0.000",True,trash pile,0.019,1659.9
2026-04-22T12:34:08,far_distance_trash272.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.691 | plastic bottle: 0.148 | trash: 0.064 | trash pile: 0.046 | can: 0.032 | plastic bag: 0.010 | glass: 0.006 | plastic wrapper: 0.004",False,,0.025,1659.9
2026-04-22T12:34:08,far_distance_trash273.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.310 | plastic bottle: 0.279 | plastic wrapper: 0.197 | no garbage, clean environment: 0.123 | trash pile: 0.079 | trash: 0.010 | can: 0.001 | glass: 0.001",True,"plastic bottle, plastic bag",0.019,1659.9
2026-04-22T12:34:08,far_distance_trash274.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.769 | trash pile: 0.094 | plastic bottle: 0.062 | plastic bag: 0.037 | trash: 0.022 | can: 0.012 | glass: 0.004 | plastic wrapper: 0.001",False,,0.016,1659.9
2026-04-22T12:34:08,far_distance_trash275.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.886 | plastic bottle: 0.048 | plastic bag: 0.043 | plastic wrapper: 0.009 | trash pile: 0.009 | trash: 0.002 | glass: 0.002 | can: 0.001",False,,0.015,1659.9
2026-04-22T12:34:08,far_distance_trash276.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.567 | plastic bottle: 0.277 | no garbage, clean environment: 0.085 | plastic bag: 0.054 | trash pile: 0.007 | can: 0.006 | trash: 0.002 | glass: 0.002",True,"plastic bottle, plastic wrapper",0.021,1659.9
2026-04-22T12:34:08,far_distance_trash277.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.420 | no garbage, clean environment: 0.324 | plastic bag: 0.110 | trash pile: 0.087 | plastic wrapper: 0.042 | trash: 0.009 | can: 0.006 | glass: 0.003",True,plastic bottle,0.018,1659.9
2026-04-22T12:34:09,far_distance_trash278.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.587 | no garbage, clean environment: 0.264 | plastic bag: 0.098 | trash pile: 0.023 | plastic wrapper: 0.015 | glass: 0.005 | trash: 0.005 | can: 0.002",True,plastic bottle,0.016,1659.9
2026-04-22T12:34:09,far_distance_trash279.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.384 | no garbage, clean environment: 0.358 | plastic bottle: 0.115 | plastic wrapper: 0.086 | trash pile: 0.024 | can: 0.023 | trash: 0.006 | glass: 0.003",True,plastic bag,0.025,1659.9
2026-04-22T12:34:09,far_distance_trash280.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.489 | no garbage, clean environment: 0.356 | trash pile: 0.071 | plastic bag: 0.044 | trash: 0.016 | plastic wrapper: 0.015 | glass: 0.004 | can: 0.004",True,plastic bottle,0.018,1659.9
2026-04-22T12:34:09,far_distance_trash281.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.516 | trash pile: 0.178 | glass: 0.151 | trash: 0.051 | can: 0.047 | plastic bag: 0.027 | plastic wrapper: 0.017 | plastic bottle: 0.013",False,,0.018,1659.9
2026-04-22T12:34:09,far_distance_trash282.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.751 | plastic bottle: 0.076 | trash pile: 0.065 | plastic bag: 0.049 | plastic wrapper: 0.027 | glass: 0.016 | trash: 0.012 | can: 0.005",False,,0.014,1659.9
2026-04-22T12:34:09,far_distance_trash283.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.599 | plastic bag: 0.268 | no garbage, clean environment: 0.106 | plastic wrapper: 0.020 | trash pile: 0.005 | trash: 0.002 | glass: 0.001 | can: 0.000",True,"plastic bottle, plastic bag",0.017,1659.9
2026-04-22T12:34:09,far_distance_trash284.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.633 | plastic bottle: 0.144 | plastic bag: 0.092 | trash pile: 0.077 | plastic wrapper: 0.028 | trash: 0.012 | can: 0.009 | glass: 0.005",False,,0.033,1659.9
2026-04-22T12:34:09,far_distance_trash285.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.353 | no garbage, clean environment: 0.299 | plastic wrapper: 0.274 | plastic bag: 0.068 | trash pile: 0.002 | glass: 0.002 | trash: 0.001 | can: 0.000",True,"plastic bottle, plastic wrapper",0.016,1659.9
2026-04-22T12:34:09,far_distance_trash286.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.308 | plastic bag: 0.295 | no garbage, clean environment: 0.219 | plastic wrapper: 0.095 | trash pile: 0.064 | trash: 0.009 | glass: 0.008 | can: 0.002",True,"plastic bottle, plastic bag",0.022,1659.9
2026-04-22T12:34:09,far_distance_trash287.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.572 | no garbage, clean environment: 0.325 | trash pile: 0.069 | plastic bag: 0.014 | trash: 0.012 | glass: 0.004 | plastic wrapper: 0.003 | can: 0.000",True,plastic bottle,0.021,1659.9
2026-04-22T12:34:09,far_distance_trash288.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.894 | plastic wrapper: 0.041 | no garbage, clean environment: 0.040 | plastic bag: 0.018 | trash pile: 0.004 | glass: 0.002 | can: 0.000 | trash: 0.000",True,plastic bottle,0.015,1659.9
2026-04-22T12:34:09,medium_distance_trash104.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.446 | can: 0.178 | no garbage, clean environment: 0.154 | trash pile: 0.122 | plastic wrapper: 0.052 | plastic bag: 0.029 | trash: 0.012 | glass: 0.006",True,plastic bottle,0.016,1659.9
2026-04-22T12:34:09,medium_distance_trash105.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.621 | plastic bottle: 0.136 | plastic wrapper: 0.132 | no garbage, clean environment: 0.092 | trash pile: 0.013 | can: 0.002 | trash: 0.002 | glass: 0.001",True,plastic bag,0.017,1659.9
2026-04-22T12:34:09,medium_distance_trash106.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.870 | plastic bottle: 0.093 | trash pile: 0.017 | can: 0.008 | trash: 0.006 | glass: 0.004 | plastic bag: 0.002 | plastic wrapper: 0.001",False,,0.019,1659.9
2026-04-22T12:34:09,medium_distance_trash107.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","can: 0.763 | glass: 0.071 | plastic wrapper: 0.050 | no garbage, clean environment: 0.046 | trash: 0.031 | trash pile: 0.031 | plastic bag: 0.005 | plastic bottle: 0.003",True,can,0.018,1659.9
2026-04-22T12:34:09,medium_distance_trash108.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.611 | no garbage, clean environment: 0.227 | plastic bottle: 0.078 | plastic wrapper: 0.034 | trash: 0.025 | trash pile: 0.020 | can: 0.004 | glass: 0.000",True,plastic bag,0.025,1659.9
2026-04-22T12:34:09,medium_distance_trash110.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.340 | plastic wrapper: 0.210 | plastic bag: 0.209 | no garbage, clean environment: 0.146 | trash pile: 0.054 | glass: 0.027 | trash: 0.011 | can: 0.003",True,plastic bottle,0.021,1659.9
2026-04-22T12:34:09,medium_distance_trash111.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.327 | plastic wrapper: 0.300 | no garbage, clean environment: 0.284 | trash pile: 0.047 | plastic bag: 0.017 | can: 0.013 | trash: 0.008 | glass: 0.003",True,"plastic bottle, plastic wrapper",0.051,1659.9
2026-04-22T12:34:09,medium_distance_trash112.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.273 | trash pile: 0.225 | no garbage, clean environment: 0.184 | plastic bag: 0.132 | plastic wrapper: 0.084 | can: 0.057 | glass: 0.026 | trash: 0.019",True,plastic bottle,0.016,1659.9
2026-04-22T12:34:09,medium_distance_trash113.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.860 | plastic wrapper: 0.080 | no garbage, clean environment: 0.048 | plastic bag: 0.006 | trash pile: 0.005 | trash: 0.001 | can: 0.001 | glass: 0.001",True,plastic bottle,0.015,1659.9
2026-04-22T12:34:09,medium_distance_trash114.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.498 | plastic bottle: 0.209 | plastic wrapper: 0.107 | trash pile: 0.084 | plastic bag: 0.070 | trash: 0.020 | can: 0.010 | glass: 0.000",False,,0.016,1659.9
2026-04-22T12:34:09,medium_distance_trash115.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","can: 0.904 | no garbage, clean environment: 0.065 | trash pile: 0.018 | plastic wrapper: 0.006 | trash: 0.003 | plastic bottle: 0.003 | plastic bag: 0.002 | glass: 0.001",True,can,0.02,1659.9
2026-04-22T12:34:10,medium_distance_trash116.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.914 | plastic bag: 0.060 | no garbage, clean environment: 0.013 | plastic bottle: 0.010 | trash: 0.002 | trash pile: 0.002 | glass: 0.000 | can: 0.000",True,plastic wrapper,0.018,1659.9
2026-04-22T12:34:10,medium_distance_trash118.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.903 | plastic bottle: 0.057 | can: 0.021 | glass: 0.005 | plastic bag: 0.005 | trash pile: 0.003 | no garbage, clean environment: 0.003 | trash: 0.002",True,plastic wrapper,0.015,1659.9
2026-04-22T12:34:10,medium_distance_trash119.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.700 | plastic bag: 0.079 | trash pile: 0.067 | plastic bottle: 0.066 | glass: 0.043 | trash: 0.021 | can: 0.016 | plastic wrapper: 0.006",False,,0.014,1659.9
2026-04-22T12:34:10,medium_distance_trash120.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.568 | plastic bag: 0.342 | plastic wrapper: 0.061 | no garbage, clean environment: 0.015 | glass: 0.008 | trash: 0.002 | trash pile: 0.002 | can: 0.001",True,"plastic bottle, plastic bag",0.015,1659.9
2026-04-22T12:34:10,medium_distance_trash121.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.434 | plastic bottle: 0.345 | can: 0.084 | plastic wrapper: 0.067 | trash pile: 0.036 | plastic bag: 0.019 | trash: 0.009 | glass: 0.005",True,plastic bottle,0.016,1659.9
2026-04-22T12:34:10,medium_distance_trash122.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.535 | trash pile: 0.302 | trash: 0.047 | plastic bag: 0.047 | plastic wrapper: 0.039 | plastic bottle: 0.013 | can: 0.011 | glass: 0.006",True,trash pile,0.018,1659.9
2026-04-22T12:34:10,medium_distance_trash124.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.717 | trash pile: 0.102 | plastic bag: 0.074 | plastic wrapper: 0.068 | trash: 0.020 | can: 0.013 | glass: 0.003 | plastic bottle: 0.002",False,,0.025,1659.9
2026-04-22T12:34:10,medium_distance_trash125.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.325 | no garbage, clean environment: 0.229 | plastic wrapper: 0.131 | trash: 0.079 | can: 0.075 | plastic bag: 0.056 | trash pile: 0.056 | glass: 0.050",True,plastic bottle,0.024,1659.9
