image,n_gt,n_pred,n_matched,precision,recall,mean_iou,gt_classes,pred_classes,pred_boxes,inference_s
close_distance_trash1252.jpg,6,1,1,100.0,16.7,0.78,"container, plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 0.7812, 1.0]}]",1.534
close_distance_trash1254.jpg,5,1,1,100.0,20.0,0.652,"plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 0.7812, 1.0]}]",1.464
close_distance_trash1256.jpg,11,1,1,100.0,9.1,0.781,"plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 0.7812, 1.0]}]",1.664
close_distance_trash1257.jpg,9,0,0,nan,0.0,0.0,"plastic, trash_pile",,[],1.375
close_distance_trash1260.jpg,9,1,1,100.0,11.1,0.335,"plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.3708, 0.7812, 1.0]}]",1.687
close_distance_trash1263.jpg,12,1,1,100.0,8.3,0.356,"plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 0.7812, 1.0]}]",1.529
close_distance_trash1264.jpg,11,0,0,nan,0.0,0.0,"plastic, trash_pile",,[],1.628
close_distance_trash1269.jpg,6,1,1,100.0,16.7,0.583,"container, plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.1625, 0.7812, 1.0]}]",1.606
close_distance_trash1276.jpg,6,1,1,100.0,16.7,0.862,"plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0219, 0.7805, 1.0]}]",1.5
close_distance_trash1277.jpg,3,0,0,nan,0.0,0.0,plastic,,[],21.829
close_distance_trash1295.jpg,1,0,0,nan,0.0,0.0,plastic,,[],27.416
close_distance_trash1298.jpg,1,0,0,nan,0.0,0.0,metal,,[],1.617
close_distance_trash1300.jpg,14,15,0,0.0,0.0,0.0,"container, metal, trash_pile","container, metal","[{""cls"": ""metal"", ""box"": [0.4703, 0.8979, 0.5437, 1.0]}, {""cls"": ""metal"", ""box"": [0.5437, 0.8896, 0.6094, 1.0]}, {""cls"": ""metal"", ""box"": [0.6516, 0.9542, 0.7203, 1.0]}, {""cls"": ""metal"", ""box"": [0.7328, 0.9104, 0.8094, 1.0]}, {""cls"": ""metal"", ""box"": [0.8281, 0.9417, 0.9094, 1.0]}, {""cls"": ""metal"", ""box"": [0.9125, 0.9062, 0.9875, 1.0]}, {""cls"": ""metal"", ""box"": [1.0, 1.0, 1.0, 1.0]}, {""cls"": ""metal"", ""box"": [0.3766, 1.0, 0.4703, 1.0]}, {""cls"": ""metal"", ""box"": [0.5641, 1.0, 0.7094, 1.0]}, {""cls"": ""metal"", ""box"": [0.7328, 1.0, 0.9062, 1.0]}, {""cls"": ""container"", ""box"": [0.3812, 0.9542, 0.4531, 1.0]}, {""cls"": ""container"", ""box"": [0.4531, 0.9208, 0.5172, 1.0]}, {""cls"": ""container"", ""box"": [0.5156, 0.9062, 0.5875, 1.0]}, {""cls"": ""container"", ""box"": [0.5875, 1.0, 0.6641, 1.0]}, {""cls"": ""container"", ""box"": [0.6609, 0.9458, 0.7266, 1.0]}]",21.55
close_distance_trash1302.jpg,1,0,0,nan,0.0,0.0,plastic,,[],6.129
close_distance_trash1304.jpg,3,1,0,0.0,0.0,0.0,"container, plastic",plastic,"[{""cls"": ""plastic"", ""box"": [0.95, 0.5828, 1.0, 0.8047]}]",21.577
close_distance_trash17.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.316
close_distance_trash175.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.248
close_distance_trash178.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.447
close_distance_trash18.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.436
close_distance_trash180.jpg,1,0,0,nan,0.0,0.0,trash,,[],1.377
close_distance_trash191.jpg,1,1,0,0.0,0.0,0.0,container,trash,"[{""cls"": ""trash"", ""box"": [0.8917, 0.4766, 1.0, 0.8031]}]",1.379
close_distance_trash199.jpg,12,1,0,0.0,0.0,0.0,"plastic, polystyrene, trash, trash_pile",trash,"[{""cls"": ""trash"", ""box"": [0.0, 0.0, 1.0, 1.0]}]",1.213
close_distance_trash206.jpg,2,13,1,7.7,50.0,0.38,"plastic, trash",trash,"[{""cls"": ""trash"", ""box"": [0.3604, 0.6859, 0.8875, 0.9172]}, {""cls"": ""trash"", ""box"": [1.0, 0.2406, 1.0, 0.5266]}, {""cls"": ""trash"", ""box"": [1.0, 0.3844, 1.0, 0.5766]}, {""cls"": ""trash"", ""box"": [0.3896, 0.4297, 0.6146, 0.5359]}, {""cls"": ""trash"", ""box"": [0.0354, 0.5984, 0.2167, 0.65]}, {""cls"": ""trash"", ""box"": [0.525, 0.2594, 0.9021, 0.3516]}, {""cls"": ""trash"", ""box"": [0.7458, 0.1266, 0.975, 0.2375]}, {""cls"": ""trash"", ""box"": [1.0, 0.7937, 1.0, 0.8859]}, {""cls"": ""trash"", ""box"": [1.0, 0.8688, 1.0, 0.9375]}, {""cls"": ""trash"", ""box"": [1.0, 1.0, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [1.0, 0.45, 1.0, 0.55]}, {""cls"": ""trash"", ""box"": [0.0896, 0.65, 0.2167, 0.6859]}, {""cls"": ""trash"", ""box"": [0.2167, 0.65, 0.3521, 0.6859]}]",21.249
close_distance_trash216.jpg,9,2,0,0.0,0.0,0.0,"container, plastic, trash, trash_pile",container,"[{""cls"": ""container"", ""box"": [0.9708, 0.375, 1.0, 0.6609]}, {""cls"": ""container"", ""box"": [0.8021, 0.7766, 1.0, 1.0]}]",10.335
close_distance_trash218.jpg,8,2,1,50.0,12.5,0.344,"container, plastic, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.2458, 0.1484, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.2458, 0.1484, 1.0, 1.0]}]",2.605
close_distance_trash22.jpg,8,0,0,nan,0.0,0.0,"metal, plastic",,[],1.815
close_distance_trash226.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.353
close_distance_trash228.jpg,1,0,0,nan,0.0,0.0,trash,,[],1.27
close_distance_trash23.jpg,11,10,0,0.0,0.0,0.0,"container, plastic, trash","container, plastic, polystyrene, trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 0.9594]}, {""cls"": ""trash"", ""box"": [1.0, 0.7047, 1.0, 0.9047]}, {""cls"": ""container"", ""box"": [0.2083, 0.7703, 0.8583, 1.0]}, {""cls"": ""plastic"", ""box"": [1.0, 0.8766, 1.0, 1.0]}, {""cls"": ""plastic"", ""box"": [1.0, 0.7047, 1.0, 0.9047]}, {""cls"": ""plastic"", ""box"": [1.0, 0.8719, 1.0, 0.9953]}, {""cls"": ""plastic"", ""box"": [1.0, 0.5594, 1.0, 0.6172]}, {""cls"": ""polystyrene"", ""box"": [0.8313, 0.9594, 1.0, 1.0]}, {""cls"": ""container"", ""box"": [0.8063, 0.8828, 1.0, 0.9594]}, {""cls"": ""container"", ""box"": [0.8146, 0.9594, 1.0, 1.0]}]",21.624
close_distance_trash230.jpg,2,5,0,0.0,0.0,0.0,"container, plastic","plastic, trash, trash_pile","[{""cls"": ""plastic"", ""box"": [0.6958, 0.8516, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [1.0, 0.8828, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.0625, 0.8578, 0.4688, 1.0]}, {""cls"": ""trash"", ""box"": [0.0, 1.0, 0.4333, 1.0]}, {""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 1.0]}]",6.351
close_distance_trash235.jpg,5,0,0,nan,0.0,0.0,"container, plastic, trash",,[],7.744
close_distance_trash240.jpg,2,0,0,nan,0.0,0.0,"metal, plastic",,[],21.475
close_distance_trash241.jpg,6,1,1,100.0,16.7,0.64,"container, trash, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.4667, 0.5563, 1.0, 1.0]}]",1.561
close_distance_trash242.jpg,1,5,0,0.0,0.0,0.0,container,"container, plastic, polystyrene, trash, trash_pile","[{""cls"": ""container"", ""box"": [0.5281, 0.9104, 0.6813, 1.0]}, {""cls"": ""plastic"", ""box"": [0.5391, 1.0, 0.6766, 1.0]}, {""cls"": ""trash_pile"", ""box"": [0.3844, 1.0, 0.6672, 1.0]}, {""cls"": ""trash"", ""box"": [0.5062, 1.0, 0.8641, 1.0]}, {""cls"": ""polystyrene"", ""box"": [0.5062, 1.0, 0.6578, 1.0]}]",6.95
close_distance_trash246.jpg,3,3,0,0.0,0.0,0.0,"container, plastic",trash,"[{""cls"": ""trash"", ""box"": [0.0, 0.2833, 0.1109, 0.6208]}, {""cls"": ""trash"", ""box"": [0.5563, 0.325, 0.7359, 0.5167]}, {""cls"": ""trash"", ""box"": [0.9359, 0.575, 1.0, 0.9062]}]",21.176
close_distance_trash250.jpg,4,0,0,nan,0.0,0.0,"plastic, trash",,[],4.786
close_distance_trash267.jpg,1,0,0,nan,0.0,0.0,plastic,,[],12.641
close_distance_trash29.jpg,3,0,0,nan,0.0,0.0,"plastic, trash",,[],4.89
close_distance_trash30.jpg,1,1,0,0.0,0.0,0.0,plastic,trash,"[{""cls"": ""trash"", ""box"": [0.1979, 0.1159, 0.4778, 0.945]}]",1.709
close_distance_trash346.jpg,1,0,0,nan,0.0,0.0,plastic,,[],2.366
close_distance_trash379.jpg,1,1,0,0.0,0.0,0.0,container,trash,"[{""cls"": ""trash"", ""box"": [0.0859, 0.3156, 1.0, 0.9203]}]",1.288
close_distance_trash39.jpg,2,0,0,nan,0.0,0.0,"plastic, trash",,[],1.234
close_distance_trash418.jpg,3,1,0,0.0,0.0,0.0,"container, trash, trash_pile",trash,"[{""cls"": ""trash"", ""box"": [0.0, 0.0, 1.0, 1.0]}]",1.263
close_distance_trash48.jpg,10,2,0,0.0,0.0,0.0,"container, metal, plastic, trash, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.4292, 0.0656, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.4292, 0.0656, 1.0, 1.0]}]",2.72
close_distance_trash50.jpg,2,0,0,nan,0.0,0.0,"polystyrene, trash",,[],3.249
close_distance_trash57.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.769
close_distance_trash587.jpg,5,2,1,50.0,20.0,0.902,"plastic, trash, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0859, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.0, 0.0859, 1.0, 1.0]}]",2.439
close_distance_trash59.jpg,2,0,0,nan,0.0,0.0,"metal, plastic",,[],5.199
close_distance_trash6.jpg,18,2,0,0.0,0.0,0.0,"container, metal, plastic, polystyrene, trash, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.2047, 0.8188, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.2313, 0.1284, 1.0, 1.0]}]",2.715
close_distance_trash623.jpg,3,0,0,nan,0.0,0.0,"container, trash",,[],4.013
close_distance_trash68.jpg,1,12,0,0.0,0.0,0.0,polystyrene,trash,"[{""cls"": ""trash"", ""box"": [0.5281, 1.0, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [1.0, 0.8104, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.1047, 0.4062, 0.2672, 0.6729]}, {""cls"": ""trash"", ""box"": [0.9531, 0.0667, 1.0, 0.2896]}, {""cls"": ""trash"", ""box"": [1.0, 0.0, 1.0, 0.2521]}, {""cls"": ""trash"", ""box"": [0.2313, 0.0, 0.2938, 0.1146]}, {""cls"": ""trash"", ""box"": [1.0, 1.0, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.7797, 1.0, 0.8266, 1.0]}, {""cls"": ""trash"", ""box"": [0.6359, 1.0, 0.6687, 1.0]}, {""cls"": ""trash"", ""box"": [0.7578, 1.0, 0.7953, 1.0]}, {""cls"": ""trash"", ""box"": [0.7719, 1.0, 0.8125, 1.0]}, {""cls"": ""trash"", ""box"": [0.6359, 1.0, 0.6719, 1.0]}]",21.207
close_distance_trash689.jpg,6,0,0,nan,0.0,0.0,"plastic, trash, trash_pile",,[],21.189
close_distance_trash69.jpg,1,0,0,nan,0.0,0.0,container,,[],1.825
close_distance_trash714.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.26
close_distance_trash72.jpg,1,0,0,nan,0.0,0.0,container,,[],1.703
close_distance_trash74.jpg,5,0,0,nan,0.0,0.0,"container, metal, plastic",,[],8.273
close_distance_trash77.jpg,3,0,0,nan,0.0,0.0,"container, plastic",,[],1.233
close_distance_trash776.jpg,1,1,1,100.0,100.0,0.414,container,container,"[{""cls"": ""container"", ""box"": [0.1375, 0.4281, 1.0, 1.0]}]",1.859
close_distance_trash78.jpg,6,0,0,nan,0.0,0.0,"container, plastic, trash",,[],8.251
close_distance_trash818.jpg,1,0,0,nan,0.0,0.0,container,,[],1.263
close_distance_trash819.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.292
close_distance_trash83.jpg,7,3,0,0.0,0.0,0.0,"plastic, trash",metal,"[{""cls"": ""metal"", ""box"": [0.9146, 0.3641, 1.0, 0.7109]}, {""cls"": ""metal"", ""box"": [0.175, 0.6641, 0.6562, 1.0]}, {""cls"": ""metal"", ""box"": [0.6646, 0.7219, 0.9667, 0.9484]}]",8.823
close_distance_trash85.jpg,2,0,0,nan,0.0,0.0,"container, trash",,[],1.361
close_distance_trash86.jpg,2,0,0,nan,0.0,0.0,plastic,,[],1.229
close_distance_trash885.jpg,4,0,0,nan,0.0,0.0,"container, metal, plastic",,[],30.394
close_distance_trash91.jpg,1,1,0,0.0,0.0,0.0,plastic,container,"[{""cls"": ""container"", ""box"": [0.0333, 0.1781, 1.0, 0.7594]}]",1.618
close_distance_trash932.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.376
close_distance_trash933.jpg,1,1,0,0.0,0.0,0.0,trash,trash,"[{""cls"": ""trash"", ""box"": [0.0417, 0.1005, 0.3288, 0.2696]}]",6.096
close_distance_trash940.jpg,1,0,0,nan,0.0,0.0,plastic,,[],6.246
close_distance_trash97.jpg,1,1,0,0.0,0.0,0.0,plastic,trash,"[{""cls"": ""trash"", ""box"": [0.7812, 0.0271, 0.8766, 0.2188]}]",1.331
far_distance_trash102.jpg,1,0,0,nan,0.0,0.0,container,,[],1.354
far_distance_trash109.jpg,1,1,0,0.0,0.0,0.0,metal,trash,"[{""cls"": ""trash"", ""box"": [1.0, 1.0, 1.0, 1.0]}]",1.448
far_distance_trash110.jpg,2,15,0,0.0,0.0,0.0,trash,trash,"[{""cls"": ""trash"", ""box"": [1.0, 0.6958, 1.0, 0.7812]}, {""cls"": ""trash"", ""box"": [1.0, 0.8292, 1.0, 0.9042]}, {""cls"": ""trash"", ""box"": [1.0, 1.0, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.8828, 0.9938, 0.9453, 1.0]}, {""cls"": ""trash"", ""box"": [1.0, 0.5333, 1.0, 0.6188]}, {""cls"": ""trash"", ""box"": [0.7156, 0.2188, 0.7562, 0.2625]}, {""cls"": ""trash"", ""box"": [0.6672, 0.2396, 0.7141, 0.2812]}, {""cls"": ""trash"", ""box"": [0.6312, 0.2313, 0.6797, 0.2708]}, {""cls"": ""trash"", ""box"": [0.6594, 0.2479, 0.7094, 0.2812]}, {""cls"": ""trash"", ""box"": [0.7891, 0.2188, 0.85, 0.2604]}, {""cls"": ""trash"", ""box"": [0.7406, 0.2313, 0.7875, 0.2708]}, {""cls"": ""trash"", ""box"": [0.7844, 0.2604, 0.85, 0.3083]}, {""cls"": ""trash"", ""box"": [0.85, 0.2708, 0.9047, 0.325]}, {""cls"": ""trash"", ""box"": [0.8562, 0.3083, 0.9, 0.3542]}, {""cls"": ""trash"", ""box"": [0.875, 0.325, 0.9219, 0.3708]}]",37.496
far_distance_trash12.jpg,1,0,0,nan,0.0,0.0,container,,[],2.629
far_distance_trash18.jpg,1,2,0,0.0,0.0,0.0,metal,"metal, plastic","[{""cls"": ""metal"", ""box"": [0.925, 0.6922, 1.0, 0.7828]}, {""cls"": ""plastic"", ""box"": [0.925, 0.6922, 1.0, 0.7828]}]",11.704
far_distance_trash19.jpg,1,0,0,nan,0.0,0.0,metal,,[],1.618
far_distance_trash21.jpg,1,1,0,0.0,0.0,0.0,polystyrene,trash,"[{""cls"": ""trash"", ""box"": [0.8063, 0.7063, 0.9458, 0.8]}]",2.111
far_distance_trash236.jpg,1,0,0,nan,0.0,0.0,trash,,[],1.794
far_distance_trash238.jpg,1,1,0,0.0,0.0,0.0,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [1.0, 0.2391, 1.0, 0.2953]}]",1.855
far_distance_trash240.jpg,1,0,0,nan,0.0,0.0,plastic,,[],1.624
far_distance_trash247.jpg,1,1,0,0.0,0.0,0.0,container,trash,"[{""cls"": ""trash"", ""box"": [0.9146, 0.3547, 1.0, 0.3922]}]",1.82
far_distance_trash248.jpg,2,7,0,0.0,0.0,0.0,plastic,trash,"[{""cls"": ""trash"", ""box"": [0.7604, 0.6656, 0.9958, 0.7281]}, {""cls"": ""trash"", ""box"": [1.0, 0.6422, 1.0, 0.7219]}, {""cls"": ""trash"", ""box"": [0.0854, 0.5563, 0.1833, 0.5875]}, {""cls"": ""trash"", ""box"": [1.0, 0.825, 1.0, 0.8688]}, {""cls"": ""trash"", ""box"": [1.0, 0.8156, 1.0, 0.8625]}, {""cls"": ""trash"", ""box"": [1.0, 0.8187, 1.0, 0.8594]}, {""cls"": ""trash"", ""box"": [0.7646, 0.6656, 0.9958, 0.7281]}]",31.128
