image,n_gt,n_pred,n_matched,precision,recall,mean_iou,gt_classes,pred_classes,pred_boxes,inference_s
close_distance_trash1263.jpg,12,1,1,100.0,8.3,0.408,"plastic, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 0.9917]}]",2.473
close_distance_trash1264.jpg,11,3,1,33.3,9.1,0.507,"plastic, trash_pile","container, trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.1875, 0.2479, 0.8867, 0.9906]}, {""cls"": ""container"", ""box"": [0.3719, 0.0, 0.7336, 0.5104]}, {""cls"": ""trash"", ""box"": [0.1875, 0.2479, 0.8867, 0.9906]}]",3.948
close_distance_trash1269.jpg,6,2,1,50.0,16.7,0.756,"container, plastic, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.1594, 1.0, 0.9917]}, {""cls"": ""trash"", ""box"": [0.0, 0.1594, 1.0, 0.9917]}]",2.748
close_distance_trash1276.jpg,6,2,1,50.0,16.7,0.654,"plastic, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 0.9917]}, {""cls"": ""trash"", ""box"": [0.0, 0.0, 1.0, 0.9917]}]",2.43
close_distance_trash1277.jpg,3,2,0,0.0,0.0,0.0,plastic,"trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 0.9906]}, {""cls"": ""trash"", ""box"": [0.1117, 0.0, 0.6297, 0.5479]}]",26.715
close_distance_trash1295.jpg,1,2,1,50.0,100.0,0.709,plastic,"plastic, trash","[{""cls"": ""plastic"", ""box"": [0.2688, 0.1177, 0.9249, 0.8059]}, {""cls"": ""trash"", ""box"": [0.2688, 0.1177, 0.9249, 0.8059]}]",464.525
close_distance_trash1298.jpg,1,0,0,nan,0.0,0.0,metal,,[],1.599
close_distance_trash1300.jpg,14,1,0,0.0,0.0,0.0,"container, metal, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0016, 0.0021, 0.0031, 0.0042]}]",1.163
close_distance_trash1302.jpg,1,2,0,0.0,0.0,0.0,plastic,trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.4781, 0.3063, 0.8172, 0.8292]}, {""cls"": ""trash_pile"", ""box"": [0.0938, 0.3583, 0.475, 0.8896]}]",2.526
close_distance_trash1304.jpg,3,11,1,9.1,33.3,0.965,"container, plastic","container, plastic, trash","[{""cls"": ""container"", ""box"": [0.0, 0.0, 0.7188, 0.2531]}, {""cls"": ""plastic"", ""box"": [0.0, 0.125, 0.3896, 0.3797]}, {""cls"": ""trash"", ""box"": [0.0, 0.1406, 0.0542, 0.1875]}, {""cls"": ""trash"", ""box"": [0.0333, 0.375, 0.2792, 0.4547]}, {""cls"": ""trash"", ""box"": [0.0, 0.4813, 0.1313, 0.7219]}, {""cls"": ""trash"", ""box"": [0.4583, 0.375, 0.7083, 0.5188]}, {""cls"": ""trash"", ""box"": [0.2375, 0.4359, 0.2646, 0.4641]}, {""cls"": ""trash"", ""box"": [0.3646, 0.6266, 0.3833, 0.6438]}, {""cls"": ""trash"", ""box"": [0.1625, 0.5016, 0.1896, 0.5188]}, {""cls"": ""trash"", ""box"": [0.0396, 0.3688, 0.0625, 0.3828]}, {""cls"": ""trash"", ""box"": [0.0437, 0.5156, 0.125, 0.5703]}]",24.298
close_distance_trash17.jpg,1,1,1,100.0,100.0,0.969,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [0.1396, 0.2859, 0.8646, 0.7781]}]",1.242
close_distance_trash175.jpg,1,3,1,33.3,100.0,0.922,plastic,"plastic, trash","[{""cls"": ""plastic"", ""box"": [0.3937, 0.0938, 0.6562, 0.35]}, {""cls"": ""trash"", ""box"": [0.3958, 0.0938, 0.6562, 0.35]}, {""cls"": ""trash"", ""box"": [0.3937, 0.0938, 0.6562, 0.35]}]",24.213
close_distance_trash178.jpg,1,1,1,100.0,100.0,0.895,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [0.2188, 0.4422, 0.7229, 0.8688]}]",1.807
close_distance_trash18.jpg,1,1,0,0.0,0.0,0.0,plastic,metal,"[{""cls"": ""metal"", ""box"": [0.2562, 0.3781, 0.7688, 0.8547]}]",1.256
close_distance_trash180.jpg,1,2,0,0.0,0.0,0.0,trash,"plastic, trash","[{""cls"": ""plastic"", ""box"": [0.3125, 0.3094, 0.8604, 0.7562]}, {""cls"": ""trash"", ""box"": [0.3063, 0.9672, 0.4042, 1.0]}]",2.646
close_distance_trash191.jpg,1,0,0,nan,0.0,0.0,container,,[],0.235
close_distance_trash199.jpg,12,0,0,nan,0.0,0.0,"plastic, polystyrene, trash, trash_pile",,[],0.263
close_distance_trash206.jpg,2,1,0,0.0,0.0,0.0,"plastic, trash",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 0.9917, 1.0]}]",0.968
close_distance_trash216.jpg,9,1,1,100.0,11.1,0.787,"container, plastic, trash, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.2469, 0.9646, 0.9047]}]",1.182
close_distance_trash218.jpg,8,5,1,20.0,12.5,0.869,"container, plastic, trash_pile","container, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0906, 0.9917, 0.9984]}, {""cls"": ""container"", ""box"": [0.2417, 0.3125, 0.4833, 0.5563]}, {""cls"": ""container"", ""box"": [0.2854, 0.1688, 0.4521, 0.3125]}, {""cls"": ""container"", ""box"": [0.5854, 0.125, 0.7667, 0.2906]}, {""cls"": ""container"", ""box"": [0.3896, 0.7578, 0.7333, 0.875]}]",4.619
close_distance_trash22.jpg,8,0,0,nan,0.0,0.0,"metal, plastic",,[],0.236
close_distance_trash226.jpg,1,1,0,0.0,0.0,0.0,plastic,polystyrene,"[{""cls"": ""polystyrene"", ""box"": [0.4583, 0.2703, 0.7583, 0.5391]}]",1.442
close_distance_trash228.jpg,1,0,0,nan,0.0,0.0,trash,,[],1.791
close_distance_trash23.jpg,11,5,1,20.0,9.1,0.878,"container, plastic, trash","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 0.7583, 0.6328]}, {""cls"": ""trash"", ""box"": [0.6604, 0.4578, 0.8917, 0.6031]}, {""cls"": ""trash"", ""box"": [0.3958, 0.5781, 0.5104, 0.6312]}, {""cls"": ""trash"", ""box"": [0.3958, 0.6266, 0.5104, 0.6844]}, {""cls"": ""trash"", ""box"": [0.3958, 0.6203, 0.5104, 0.6609]}]",24.779
close_distance_trash230.jpg,2,1,0,0.0,0.0,0.0,"container, plastic",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.3396, 0.5469, 0.6604, 0.8812]}]",3.618
close_distance_trash235.jpg,5,1,0,0.0,0.0,0.0,"container, plastic, trash",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 0.9917, 1.0]}]",0.885
close_distance_trash240.jpg,2,1,0,0.0,0.0,0.0,"metal, plastic",container,"[{""cls"": ""container"", ""box"": [0.2854, 0.8187, 0.4792, 0.9313]}]",2.119
close_distance_trash241.jpg,6,1,1,100.0,16.7,0.556,"container, trash, trash_pile",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.3688, 0.9896, 1.0]}]",1.126
close_distance_trash242.jpg,1,0,0,nan,0.0,0.0,container,,[],0.253
close_distance_trash246.jpg,3,0,0,nan,0.0,0.0,"container, plastic",,[],0.236
close_distance_trash250.jpg,4,5,2,40.0,50.0,0.829,"plastic, trash","container, plastic, trash, trash_pile","[{""cls"": ""container"", ""box"": [0.4172, 0.6646, 0.5969, 0.9062]}, {""cls"": ""plastic"", ""box"": [0.3328, 0.7833, 0.4281, 0.8604]}, {""cls"": ""trash"", ""box"": [0.225, 0.4229, 0.2781, 0.5042]}, {""cls"": ""trash"", ""box"": [0.5656, 0.7875, 0.6547, 0.8729]}, {""cls"": ""trash_pile"", ""box"": [0.3328, 0.7833, 0.6547, 0.8729]}]",8.352
close_distance_trash267.jpg,1,1,0,0.0,0.0,0.0,plastic,trash,"[{""cls"": ""trash"", ""box"": [0.4648, 0.3767, 0.6215, 0.5754]}]",126.697
close_distance_trash29.jpg,3,1,0,0.0,0.0,0.0,"plastic, trash",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.4531, 0.4917, 0.6328, 0.775]}]",1.533
close_distance_trash30.jpg,1,2,0,0.0,0.0,0.0,plastic,"container, trash","[{""cls"": ""container"", ""box"": [0.2833, 0.1169, 0.6826, 0.9548]}, {""cls"": ""trash"", ""box"": [0.0, 0.0, 0.991, 0.9892]}]",4.831
close_distance_trash346.jpg,1,1,1,100.0,100.0,0.957,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [0.2953, 0.1672, 0.6797, 0.9375]}]",1.282
close_distance_trash379.jpg,1,1,1,100.0,100.0,0.975,container,container,"[{""cls"": ""container"", ""box"": [0.0563, 0.2016, 0.7781, 0.5859]}]",1.184
close_distance_trash39.jpg,2,3,2,66.7,100.0,0.632,"plastic, trash","container, plastic, trash","[{""cls"": ""plastic"", ""box"": [0.0, 0.0672, 0.5875, 0.5328]}, {""cls"": ""container"", ""box"": [0.1042, 0.4359, 0.9917, 0.9359]}, {""cls"": ""trash"", ""box"": [0.0, 0.0, 0.9917, 1.0]}]",3.13
close_distance_trash418.jpg,3,0,0,nan,0.0,0.0,"container, trash, trash_pile",,[],0.258
close_distance_trash48.jpg,10,2,0,0.0,0.0,0.0,"container, metal, plastic, trash, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.2146, 0.0016, 0.9917, 1.0]}, {""cls"": ""trash"", ""box"": [0.4062, 0.0, 0.7458, 0.875]}]",1.908
close_distance_trash50.jpg,2,0,0,nan,0.0,0.0,"polystyrene, trash",,[],1.615
close_distance_trash57.jpg,1,1,1,100.0,100.0,0.415,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [0.0, 0.3031, 0.9375, 0.7547]}]",1.073
close_distance_trash587.jpg,5,2,1,50.0,20.0,0.824,"plastic, trash, trash_pile","trash, trash_pile","[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 1.0]}, {""cls"": ""trash"", ""box"": [0.0, 0.0, 1.0, 1.0]}]",1.878
close_distance_trash59.jpg,2,3,0,0.0,0.0,0.0,"metal, plastic",trash_pile,"[{""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 0.9917]}, {""cls"": ""trash_pile"", ""box"": [0.2078, 0.3708, 0.3781, 0.5417]}, {""cls"": ""trash_pile"", ""box"": [0.6547, 0.2771, 0.85, 0.4896]}]",2.792
close_distance_trash6.jpg,18,0,0,nan,0.0,0.0,"container, metal, plastic, polystyrene, trash, trash_pile",,[],0.231
close_distance_trash623.jpg,3,0,0,nan,0.0,0.0,"container, trash",,[],1.57
close_distance_trash68.jpg,1,4,0,0.0,0.0,0.0,polystyrene,"metal, plastic, polystyrene, trash","[{""cls"": ""plastic"", ""box"": [0.3375, 0.5146, 0.6922, 0.6854]}, {""cls"": ""metal"", ""box"": [0.6438, 0.3854, 0.7719, 0.6771]}, {""cls"": ""polystyrene"", ""box"": [0.0719, 0.1979, 0.1562, 0.2833]}, {""cls"": ""trash"", ""box"": [0.6203, 0.0521, 0.6578, 0.1375]}]",5.77
close_distance_trash689.jpg,6,0,0,nan,0.0,0.0,"plastic, trash, trash_pile",,[],0.273
close_distance_trash69.jpg,1,3,1,33.3,100.0,0.845,container,container,"[{""cls"": ""container"", ""box"": [0.2562, 0.2328, 0.9375, 0.6969]}, {""cls"": ""container"", ""box"": [0.0, 0.0437, 0.2229, 0.3281]}, {""cls"": ""container"", ""box"": [0.0, 0.5125, 0.3146, 0.7594]}]",23.852
close_distance_trash714.jpg,1,0,0,nan,0.0,0.0,plastic,,[],0.258
close_distance_trash72.jpg,1,1,1,100.0,100.0,0.954,container,container,"[{""cls"": ""container"", ""box"": [0.1646, 0.3828, 0.7292, 0.6031]}]",1.2
close_distance_trash74.jpg,5,1,1,100.0,20.0,0.939,"container, metal, plastic",container,"[{""cls"": ""container"", ""box"": [0.2896, 0.5531, 0.5833, 0.8234]}]",24.566
close_distance_trash77.jpg,3,1,1,100.0,33.3,0.535,"container, plastic",plastic,"[{""cls"": ""plastic"", ""box"": [0.0, 0.3953, 0.425, 0.6188]}]",1.009
close_distance_trash776.jpg,1,0,0,nan,0.0,0.0,container,,[],0.299
close_distance_trash78.jpg,6,0,0,nan,0.0,0.0,"container, plastic, trash",,[],1.374
close_distance_trash818.jpg,1,1,1,100.0,100.0,0.932,container,container,"[{""cls"": ""container"", ""box"": [0.5219, 0.4969, 0.7344, 0.7812]}]",1.419
close_distance_trash819.jpg,1,1,1,100.0,100.0,0.957,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [0.3319, 0.3229, 0.5557, 0.6989]}]",1.369
close_distance_trash83.jpg,7,0,0,nan,0.0,0.0,"plastic, trash",,[],0.238
close_distance_trash85.jpg,2,2,1,50.0,50.0,0.916,"container, trash","polystyrene, trash","[{""cls"": ""polystyrene"", ""box"": [0.2479, 0.4813, 0.5437, 0.8031]}, {""cls"": ""trash"", ""box"": [0.4938, 0.6609, 0.7521, 0.8297]}]",2.719
close_distance_trash86.jpg,2,3,1,33.3,50.0,0.347,plastic,"container, plastic, trash","[{""cls"": ""container"", ""box"": [0.175, 0.4719, 0.8021, 0.9797]}, {""cls"": ""plastic"", ""box"": [0.2313, 0.5859, 0.6667, 0.85]}, {""cls"": ""trash"", ""box"": [0.1896, 0.5172, 0.7146, 0.85]}]",5.009
close_distance_trash885.jpg,4,6,3,50.0,75.0,0.796,"container, metal, plastic","container, metal, plastic, polystyrene, trash_pile","[{""cls"": ""container"", ""box"": [0.3023, 0.3174, 0.6528, 0.4308]}, {""cls"": ""plastic"", ""box"": [0.2525, 0.4565, 0.5719, 0.8928]}, {""cls"": ""metal"", ""box"": [0.3529, 0.2089, 0.6054, 0.3578]}, {""cls"": ""metal"", ""box"": [0.5874, 0.2629, 0.8333, 0.4553]}, {""cls"": ""polystyrene"", ""box"": [0.3113, 0.3382, 0.607, 0.4308]}, {""cls"": ""trash_pile"", ""box"": [0.0, 0.0, 1.0, 1.0]}]",152.018
close_distance_trash91.jpg,1,1,0,0.0,0.0,0.0,plastic,container,"[{""cls"": ""container"", ""box"": [0.0125, 0.1219, 0.9229, 0.5]}]",0.956
close_distance_trash932.jpg,1,1,1,100.0,100.0,0.93,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [0.2414, 0.2703, 0.663, 0.8894]}]",1.551
close_distance_trash933.jpg,1,1,0,0.0,0.0,0.0,trash,plastic,"[{""cls"": ""plastic"", ""box"": [0.1021, 0.3655, 0.7545, 0.848]}]",132.047
close_distance_trash940.jpg,1,0,0,nan,0.0,0.0,plastic,,[],130.861
close_distance_trash97.jpg,1,1,0,0.0,0.0,0.0,plastic,polystyrene,"[{""cls"": ""polystyrene"", ""box"": [0.2469, 0.4562, 0.4359, 0.7083]}]",1.605
far_distance_trash102.jpg,1,1,1,100.0,100.0,0.587,container,container,"[{""cls"": ""container"", ""box"": [0.4125, 0.6094, 0.5729, 0.7]}]",3.533
far_distance_trash109.jpg,1,5,0,0.0,0.0,0.0,metal,trash,"[{""cls"": ""trash"", ""box"": [0.5813, 0.6641, 0.6875, 0.7125]}, {""cls"": ""trash"", ""box"": [0.3646, 0.6266, 0.4458, 0.6531]}, {""cls"": ""trash"", ""box"": [0.1208, 0.7, 0.1521, 0.725]}, {""cls"": ""trash"", ""box"": [0.5479, 0.6734, 0.5896, 0.7016]}, {""cls"": ""trash"", ""box"": [0.7458, 0.7203, 0.8208, 0.7594]}]",5.54
far_distance_trash110.jpg,2,0,0,nan,0.0,0.0,trash,,[],0.29
far_distance_trash12.jpg,1,0,0,nan,0.0,0.0,container,,[],0.221
far_distance_trash18.jpg,1,1,0,0.0,0.0,0.0,metal,plastic,"[{""cls"": ""plastic"", ""box"": [0.4562, 0.4469, 0.5917, 0.4984]}]",1.33
far_distance_trash19.jpg,1,1,0,0.0,0.0,0.0,metal,plastic,"[{""cls"": ""plastic"", ""box"": [0.3958, 0.3672, 0.5042, 0.4078]}]",1.344
far_distance_trash21.jpg,1,1,1,100.0,100.0,0.853,polystyrene,polystyrene,"[{""cls"": ""polystyrene"", ""box"": [0.3875, 0.4531, 0.4521, 0.5172]}]",1.582
far_distance_trash236.jpg,1,1,1,100.0,100.0,0.661,trash,trash,"[{""cls"": ""trash"", ""box"": [0.4875, 0.6953, 0.55, 0.7484]}]",1.709
far_distance_trash238.jpg,1,1,1,100.0,100.0,0.521,plastic,plastic,"[{""cls"": ""plastic"", ""box"": [0.5417, 0.1516, 0.5833, 0.1953]}]",1.231
far_distance_trash240.jpg,1,2,0,0.0,0.0,0.0,plastic,"container, trash","[{""cls"": ""container"", ""box"": [0.35, 0.4062, 0.4062, 0.4437]}, {""cls"": ""trash"", ""box"": [0.35, 0.4062, 0.4062, 0.4437]}]",2.778
far_distance_trash247.jpg,1,0,0,nan,0.0,0.0,container,,[],0.247
far_distance_trash248.jpg,2,0,0,nan,0.0,0.0,plastic,,[],0.233
