question_id,image,cls,label,pred,response,inference_s,vram_mb
88,close_distance_trash106.jpg,trash,no,yes,Yes.,0.424,1324.7
89,close_distance_trash1062.jpg,plastic bottle,yes,yes,Yes.,0.559,1428.8
90,close_distance_trash1062.jpg,trash pile,yes,yes,Yes.,0.561,1428.8
91,close_distance_trash1062.jpg,can,no,no,No.,0.567,1428.8
92,close_distance_trash1062.jpg,metal scrap,no,no,No.,0.6,1428.8
93,close_distance_trash1062.jpg,plastic bag,no,no,No.,0.565,1428.8
94,close_distance_trash1062.jpg,plastic wrapper,no,yes,Yes.,0.563,1428.8
95,close_distance_trash1062.jpg,glass,no,yes,Yes.,0.526,1428.8
96,close_distance_trash1062.jpg,trash,no,yes,Yes.,0.589,1428.8
97,close_distance_trash1097.jpg,plastic bottle,yes,yes,Yes.,0.586,1428.8
98,close_distance_trash1097.jpg,trash pile,no,no,No.,0.578,1428.8
99,close_distance_trash1097.jpg,metal scrap,no,no,No.,0.542,1428.8
100,close_distance_trash1097.jpg,plastic wrapper,no,no,No.,0.613,1428.8
101,close_distance_trash1097.jpg,can,no,no,No.,0.592,1428.8
102,close_distance_trash1097.jpg,glass,no,no,No.,0.539,1428.8
103,close_distance_trash1097.jpg,plastic bag,no,no,No.,0.561,1428.8
104,close_distance_trash1097.jpg,trash,no,yes,Yes.,0.584,1428.8
105,close_distance_trash11.jpg,trash pile,yes,yes,Yes.,0.463,1324.7
106,close_distance_trash11.jpg,plastic bottle,no,no,No.,0.405,1324.7
107,close_distance_trash11.jpg,metal scrap,no,yes,Yes.,0.494,1324.7
108,close_distance_trash11.jpg,plastic wrapper,no,yes,Yes.,0.428,1324.7
109,close_distance_trash11.jpg,glass,no,no,No.,0.44,1324.7
110,close_distance_trash11.jpg,trash,no,yes,Yes.,0.489,1324.7
111,close_distance_trash11.jpg,plastic bag,no,yes,Yes.,0.459,1324.7
112,close_distance_trash11.jpg,can,no,no,No.,0.455,1324.7
113,close_distance_trash1100.jpg,plastic bag,yes,yes,Yes.,0.591,1428.8
114,close_distance_trash1100.jpg,trash,no,yes,Yes.,0.632,1428.8
115,close_distance_trash1100.jpg,metal scrap,no,no,No.,0.58,1428.8
116,close_distance_trash1100.jpg,plastic wrapper,no,no,No.,0.581,1428.8
117,close_distance_trash1100.jpg,plastic bottle,no,no,No.,0.554,1428.8
118,close_distance_trash1100.jpg,can,no,no,No.,0.556,1428.8
119,close_distance_trash1100.jpg,trash pile,no,no,No.,0.564,1428.8
120,close_distance_trash1100.jpg,glass,no,no,No.,0.541,1428.8
121,close_distance_trash1109.jpg,trash pile,yes,no,No.,0.516,1324.7
122,close_distance_trash1109.jpg,trash,yes,no,No.,0.457,1324.7
123,close_distance_trash1109.jpg,plastic bottle,no,no,No.,0.495,1324.7
124,close_distance_trash1109.jpg,can,no,no,No.,0.489,1324.7
125,close_distance_trash1109.jpg,plastic bag,no,no,No.,0.463,1324.7
126,close_distance_trash1109.jpg,plastic wrapper,no,no,No.,0.47,1324.7
127,close_distance_trash1109.jpg,glass,no,no,No.,0.459,1324.7
128,close_distance_trash1109.jpg,metal scrap,no,no,No.,0.443,1324.7
129,close_distance_trash1122.jpg,trash,yes,yes,Yes.,0.489,1324.7
130,close_distance_trash1122.jpg,plastic bottle,no,no,No.,0.503,1325.3
131,close_distance_trash1122.jpg,plastic bag,no,no,No.,0.498,1325.3
132,close_distance_trash1122.jpg,trash pile,no,yes,Yes.,0.479,1325.3
133,close_distance_trash1122.jpg,glass,no,yes,Yes.,0.477,1324.7
134,close_distance_trash1122.jpg,metal scrap,no,no,No.,0.468,1325.3
135,close_distance_trash1122.jpg,plastic wrapper,no,no,No.,0.513,1325.3
136,close_distance_trash1122.jpg,can,no,no,No.,0.484,1324.7
137,close_distance_trash1126.jpg,glass,yes,no,No.,0.582,1428.8
138,close_distance_trash1126.jpg,metal scrap,no,no,No.,0.55,1428.8
139,close_distance_trash1126.jpg,plastic bag,no,no,No.,0.543,1428.8
140,close_distance_trash1126.jpg,plastic wrapper,no,no,No.,0.569,1428.8
141,close_distance_trash1126.jpg,trash pile,no,yes,Yes.,0.547,1428.8
142,close_distance_trash1126.jpg,can,no,yes,Yes.,0.539,1428.8
143,close_distance_trash1126.jpg,plastic bottle,no,yes,Yes.,0.587,1428.8
144,close_distance_trash1126.jpg,trash,no,yes,Yes.,0.567,1428.8
145,close_distance_trash1129.jpg,plastic bottle,yes,yes,Yes.,0.602,1428.8
146,close_distance_trash1129.jpg,trash pile,yes,yes,Yes.,0.561,1428.8
147,close_distance_trash1129.jpg,trash,yes,yes,Yes.,0.587,1428.8
148,close_distance_trash1129.jpg,plastic wrapper,no,yes,Yes.,0.593,1428.8
149,close_distance_trash1129.jpg,can,no,yes,Yes.,0.554,1428.8
150,close_distance_trash1129.jpg,metal scrap,no,yes,Yes.,0.573,1428.8
151,close_distance_trash1129.jpg,glass,no,no,No.,0.561,1428.8
152,close_distance_trash1129.jpg,plastic bag,no,yes,Yes.,0.538,1428.8
153,close_distance_trash113.jpg,plastic bag,yes,yes,Yes.,0.436,1325.3
154,close_distance_trash113.jpg,plastic bottle,no,no,No.,0.478,1325.3
155,close_distance_trash113.jpg,trash,no,yes,Yes.,0.43,1324.7
156,close_distance_trash113.jpg,can,no,yes,Yes.,0.4,1324.7
157,close_distance_trash113.jpg,plastic wrapper,no,yes,Yes.,0.461,1325.3
158,close_distance_trash113.jpg,metal scrap,no,no,No.,0.477,1325.3
159,close_distance_trash113.jpg,trash pile,no,no,No.,0.439,1325.3
160,close_distance_trash113.jpg,glass,no,no,No.,0.423,1324.7
161,close_distance_trash1136.jpg,plastic bag,yes,yes,Yes.,0.582,1428.8
162,close_distance_trash1136.jpg,plastic bottle,no,no,No.,0.625,1428.8
163,close_distance_trash1136.jpg,metal scrap,no,yes,Yes.,0.565,1428.8
164,close_distance_trash1136.jpg,trash pile,no,no,No.,0.553,1428.8
165,close_distance_trash1136.jpg,plastic wrapper,no,yes,Yes.,0.549,1428.8
166,close_distance_trash1136.jpg,trash,no,yes,Yes.,0.553,1428.8
167,close_distance_trash1136.jpg,can,no,no,No.,0.572,1428.8
168,close_distance_trash1136.jpg,glass,no,yes,Yes.,0.535,1428.8
169,close_distance_trash1137.jpg,plastic bottle,yes,yes,Yes.,0.507,1428.8
170,close_distance_trash1137.jpg,can,yes,yes,Yes.,0.562,1428.8
171,close_distance_trash1137.jpg,trash pile,yes,yes,Yes.,0.537,1428.8
172,close_distance_trash1137.jpg,trash,yes,yes,Yes.,0.594,1428.8
173,close_distance_trash1137.jpg,glass,no,yes,Yes.,0.565,1428.8
174,close_distance_trash1137.jpg,plastic bag,no,no,No.,0.599,1428.8
175,close_distance_trash1137.jpg,metal scrap,no,no,No.,0.586,1428.8
176,close_distance_trash1137.jpg,plastic wrapper,no,yes,Yes.,0.564,1428.8
177,close_distance_trash1139.jpg,plastic bottle,yes,yes,Yes.,0.561,1428.8
178,close_distance_trash1139.jpg,plastic wrapper,no,no,No.,0.57,1428.8
179,close_distance_trash1139.jpg,trash,no,no,No.,0.566,1428.8
180,close_distance_trash1139.jpg,glass,no,no,No.,0.536,1428.8
181,close_distance_trash1139.jpg,metal scrap,no,no,No.,0.628,1428.8
182,close_distance_trash1139.jpg,trash pile,no,no,No.,0.645,1428.8
183,close_distance_trash1139.jpg,can,no,no,No.,0.66,1428.8
184,close_distance_trash1139.jpg,plastic bag,no,no,No.,0.704,1428.8
185,close_distance_trash1150.jpg,plastic wrapper,yes,yes,Yes.,0.659,1428.8
186,close_distance_trash1150.jpg,trash pile,no,no,No.,0.679,1428.8
187,close_distance_trash1150.jpg,plastic bag,no,no,No.,0.649,1428.8
188,close_distance_trash1150.jpg,can,no,no,No.,0.664,1428.8
189,close_distance_trash1150.jpg,metal scrap,no,no,No.,0.621,1428.8
190,close_distance_trash1150.jpg,glass,no,no,No.,0.632,1428.8
191,close_distance_trash1150.jpg,plastic bottle,no,no,No.,0.697,1428.8
192,close_distance_trash1150.jpg,trash,no,yes,Yes.,0.653,1428.8
193,close_distance_trash116.jpg,plastic bottle,yes,yes,Yes.,0.469,1324.7
194,close_distance_trash116.jpg,trash,yes,yes,Yes.,0.534,1324.7
195,close_distance_trash116.jpg,trash pile,no,yes,Yes.,0.505,1324.7
196,close_distance_trash116.jpg,plastic bag,no,yes,Yes.,0.518,1324.7
197,close_distance_trash116.jpg,can,no,yes,Yes.,0.497,1324.7
198,close_distance_trash116.jpg,metal scrap,no,yes,Yes.,0.522,1324.7
199,close_distance_trash116.jpg,glass,no,no,No.,0.481,1324.7
200,close_distance_trash116.jpg,plastic wrapper,no,yes,Yes.,0.446,1324.7
201,close_distance_trash119.jpg,trash,yes,yes,Yes.,0.396,1324.7
202,close_distance_trash119.jpg,glass,no,no,No.,0.426,1324.7
203,close_distance_trash119.jpg,plastic bag,no,no,No.,0.461,1324.7
204,close_distance_trash119.jpg,plastic wrapper,no,no,No.,0.45,1324.7
205,close_distance_trash119.jpg,plastic bottle,no,no,No.,0.421,1324.7
206,close_distance_trash119.jpg,trash pile,no,yes,Yes.,0.42,1324.7
207,close_distance_trash119.jpg,can,no,no,No.,0.438,1324.7
208,close_distance_trash119.jpg,metal scrap,no,yes,Yes.,0.392,1324.7
209,close_distance_trash12.jpg,plastic bottle,yes,yes,Yes.,0.438,1324.7
210,close_distance_trash12.jpg,can,yes,yes,Yes.,0.445,1324.7
211,close_distance_trash12.jpg,trash pile,yes,yes,Yes.,0.443,1324.7
212,close_distance_trash12.jpg,trash,yes,yes,Yes.,0.437,1324.7
213,close_distance_trash12.jpg,glass,no,no,No.,0.423,1324.7
214,close_distance_trash12.jpg,plastic bag,no,yes,Yes.,0.414,1324.7
215,close_distance_trash12.jpg,plastic wrapper,no,yes,Yes.,0.421,1324.7
216,close_distance_trash12.jpg,metal scrap,no,no,No.,0.435,1324.7
217,close_distance_trash1201.jpg,can,yes,yes,Yes.,0.535,1428.8
218,close_distance_trash1201.jpg,trash pile,no,no,No.,0.514,1428.8
219,close_distance_trash1201.jpg,trash,no,yes,Yes.,0.534,1428.8
220,close_distance_trash1201.jpg,plastic wrapper,no,yes,Yes.,0.531,1428.8
221,close_distance_trash1201.jpg,glass,no,no,No.,0.561,1428.8
222,close_distance_trash1201.jpg,metal scrap,no,no,No.,0.569,1428.8
223,close_distance_trash1201.jpg,plastic bag,no,no,No.,0.527,1428.8
224,close_distance_trash1201.jpg,plastic bottle,no,no,No.,0.565,1428.8
225,close_distance_trash1208.jpg,can,yes,yes,Yes.,0.589,1428.8
226,close_distance_trash1208.jpg,metal scrap,no,no,No.,0.555,1428.8
227,close_distance_trash1208.jpg,plastic bottle,no,yes,Yes.,0.539,1428.8
228,close_distance_trash1208.jpg,plastic wrapper,no,no,No.,0.604,1428.8
229,close_distance_trash1208.jpg,glass,no,no,No.,0.602,1428.8
230,close_distance_trash1208.jpg,plastic bag,no,no,No.,0.609,1428.8
231,close_distance_trash1208.jpg,trash,no,no,No.,0.574,1428.8
232,close_distance_trash1208.jpg,trash pile,no,no,No.,0.528,1428.8
233,close_distance_trash1219.jpg,plastic bottle,yes,yes,Yes.,0.584,1428.8
234,close_distance_trash1219.jpg,can,yes,yes,Yes.,0.564,1428.8
235,close_distance_trash1219.jpg,trash pile,yes,yes,Yes.,0.537,1428.8
236,close_distance_trash1219.jpg,trash,yes,yes,Yes.,0.514,1428.8
237,close_distance_trash1219.jpg,plastic bag,no,yes,Yes.,0.59,1428.8
238,close_distance_trash1219.jpg,glass,no,no,No.,0.534,1428.8
239,close_distance_trash1219.jpg,plastic wrapper,no,yes,Yes.,0.612,1428.8
240,close_distance_trash1219.jpg,metal scrap,no,yes,Yes.,0.55,1428.8
241,close_distance_trash122.jpg,plastic bag,yes,yes,Yes.,0.405,1324.7
242,close_distance_trash122.jpg,trash,yes,yes,Yes.,0.446,1324.7
243,close_distance_trash122.jpg,metal scrap,no,yes,Yes.,0.433,1324.7
244,close_distance_trash122.jpg,plastic bottle,no,no,No.,0.421,1324.7
245,close_distance_trash122.jpg,plastic wrapper,no,yes,Yes.,0.44,1324.7
246,close_distance_trash122.jpg,trash pile,no,no,No.,0.391,1324.7
247,close_distance_trash122.jpg,can,no,yes,Yes.,0.435,1324.7
248,close_distance_trash122.jpg,glass,no,no,No.,0.434,1324.7
249,close_distance_trash1223.jpg,plastic bottle,yes,yes,Yes.,0.511,1325.3
250,close_distance_trash1223.jpg,trash pile,no,yes,Yes.,0.505,1325.3
251,close_distance_trash1223.jpg,can,no,yes,Yes.,0.491,1324.7
252,close_distance_trash1223.jpg,trash,no,yes,Yes.,0.554,1324.7
253,close_distance_trash1223.jpg,glass,no,no,No.,0.465,1324.7
254,close_distance_trash1223.jpg,metal scrap,no,no,No.,0.471,1325.3
255,close_distance_trash1223.jpg,plastic bag,no,yes,Yes.,0.446,1325.3
256,close_distance_trash1223.jpg,plastic wrapper,no,yes,Yes.,0.5,1325.3
257,close_distance_trash1226.jpg,trash,yes,yes,Yes.,0.486,1324.7
258,close_distance_trash1226.jpg,metal scrap,no,no,No.,0.44,1324.7
259,close_distance_trash1226.jpg,plastic wrapper,no,yes,Yes.,0.485,1324.7
260,close_distance_trash1226.jpg,plastic bag,no,yes,Yes.,0.461,1324.7
261,close_distance_trash1226.jpg,plastic bottle,no,no,No.,0.455,1324.7
262,close_distance_trash1226.jpg,glass,no,no,No.,0.442,1324.7
263,close_distance_trash1226.jpg,can,no,no,No.,0.505,1324.7
264,close_distance_trash1226.jpg,trash pile,no,yes,Yes.,0.506,1324.7
265,close_distance_trash1227.jpg,plastic bag,yes,yes,Yes.,0.478,1325.3
266,close_distance_trash1227.jpg,trash,yes,no,No.,0.473,1324.7
267,close_distance_trash1227.jpg,glass,no,yes,Yes.,0.473,1324.7
268,close_distance_trash1227.jpg,plastic wrapper,no,yes,Yes.,0.43,1325.3
269,close_distance_trash1227.jpg,can,no,no,No.,0.437,1324.7
270,close_distance_trash1227.jpg,trash pile,no,no,No.,0.484,1325.3
271,close_distance_trash1227.jpg,metal scrap,no,no,No.,0.446,1325.3
272,close_distance_trash1227.jpg,plastic bottle,no,no,No.,0.451,1325.3
273,close_distance_trash1229.jpg,trash,yes,yes,Yes.,0.457,1324.7
274,close_distance_trash1229.jpg,plastic bottle,no,no,No.,0.466,1324.7
275,close_distance_trash1229.jpg,can,no,no,No.,0.471,1324.7
276,close_distance_trash1229.jpg,metal scrap,no,no,No.,0.494,1324.7
277,close_distance_trash1229.jpg,trash pile,no,no,No.,0.475,1324.7
278,close_distance_trash1229.jpg,plastic bag,no,no,No.,0.493,1324.7
279,close_distance_trash1229.jpg,plastic wrapper,no,no,No.,0.485,1324.7
280,close_distance_trash1229.jpg,glass,no,no,No.,0.467,1324.7
281,close_distance_trash123.jpg,plastic bottle,yes,no,No.,0.496,1325.3
282,close_distance_trash123.jpg,plastic wrapper,yes,yes,Yes.,0.421,1325.3
283,close_distance_trash123.jpg,trash,yes,yes,Yes.,0.418,1324.7
284,close_distance_trash123.jpg,glass,no,no,No.,0.403,1324.7
285,close_distance_trash123.jpg,metal scrap,no,yes,Yes.,0.416,1325.3
286,close_distance_trash123.jpg,plastic bag,no,no,No.,0.423,1325.3
287,close_distance_trash123.jpg,trash pile,no,yes,Yes.,0.427,1325.3
288,close_distance_trash123.jpg,can,no,no,No.,0.453,1324.7
289,close_distance_trash1230.jpg,plastic bottle,yes,yes,Yes.,0.469,1324.7
290,close_distance_trash1230.jpg,plastic bag,yes,yes,Yes.,0.447,1324.7
291,close_distance_trash1230.jpg,plastic wrapper,yes,yes,Yes.,0.436,1324.7
292,close_distance_trash1230.jpg,trash pile,yes,yes,Yes.,0.447,1324.7
293,close_distance_trash1230.jpg,glass,no,yes,Yes.,0.473,1324.7
294,close_distance_trash1230.jpg,can,no,yes,Yes.,0.484,1324.7
295,close_distance_trash1230.jpg,metal scrap,no,no,No.,0.519,1324.7
296,close_distance_trash1230.jpg,trash,no,yes,Yes.,0.483,1324.7
297,close_distance_trash1232.jpg,plastic wrapper,yes,yes,Yes.,0.456,1324.7
298,close_distance_trash1232.jpg,trash,yes,yes,Yes.,0.477,1324.7
299,close_distance_trash1232.jpg,glass,no,no,No.,0.457,1324.7
300,close_distance_trash1232.jpg,can,no,no,No.,0.437,1324.7
301,close_distance_trash1232.jpg,plastic bottle,no,yes,Yes.,0.479,1324.7
302,close_distance_trash1232.jpg,trash pile,no,yes,Yes.,0.45,1324.7
303,close_distance_trash1232.jpg,metal scrap,no,yes,Yes.,0.533,1324.7
304,close_distance_trash1232.jpg,plastic bag,no,yes,Yes.,0.502,1324.7
305,close_distance_trash1234.jpg,plastic bottle,yes,yes,Yes.,0.503,1324.7
306,close_distance_trash1234.jpg,plastic wrapper,yes,yes,Yes.,0.504,1324.7
307,close_distance_trash1234.jpg,trash,no,yes,Yes.,0.452,1324.7
308,close_distance_trash1234.jpg,metal scrap,no,yes,Yes.,0.455,1324.7
309,close_distance_trash1234.jpg,trash pile,no,yes,Yes.,0.454,1324.7
310,close_distance_trash1234.jpg,plastic bag,no,yes,Yes.,0.469,1324.7
311,close_distance_trash1234.jpg,glass,no,no,No.,0.465,1324.7
312,close_distance_trash1234.jpg,can,no,no,No.,0.451,1324.7
313,close_distance_trash1235.jpg,plastic bottle,yes,yes,Yes.,0.44,1324.7
314,close_distance_trash1235.jpg,trash pile,no,yes,Yes.,0.472,1324.7
315,close_distance_trash1235.jpg,metal scrap,no,no,No.,0.486,1324.7
316,close_distance_trash1235.jpg,plastic bag,no,no,No.,0.473,1324.7
317,close_distance_trash1235.jpg,trash,no,yes,Yes.,0.466,1324.7
318,close_distance_trash1235.jpg,glass,no,yes,Yes.,0.443,1324.7
319,close_distance_trash1235.jpg,can,no,yes,Yes.,0.471,1324.7
320,close_distance_trash1235.jpg,plastic wrapper,no,no,No.,0.464,1324.7
321,close_distance_trash1236.jpg,plastic wrapper,yes,yes,Yes.,0.445,1325.3
322,close_distance_trash1236.jpg,trash pile,yes,yes,Yes.,0.446,1325.3
323,close_distance_trash1236.jpg,can,no,no,No.,0.415,1324.7
324,close_distance_trash1236.jpg,plastic bag,no,yes,Yes.,0.445,1325.3
325,close_distance_trash1236.jpg,trash,no,yes,Yes.,0.431,1324.7
326,close_distance_trash1236.jpg,metal scrap,no,no,No.,0.463,1325.3
327,close_distance_trash1236.jpg,plastic bottle,no,no,No.,0.422,1325.3
328,close_distance_trash1236.jpg,glass,no,no,No.,0.481,1324.7
329,close_distance_trash1237.jpg,plastic bottle,yes,yes,Yes.,0.452,1324.7
330,close_distance_trash1237.jpg,can,yes,yes,Yes.,0.469,1324.7
331,close_distance_trash1237.jpg,plastic wrapper,yes,yes,Yes.,0.435,1324.7
332,close_distance_trash1237.jpg,trash,yes,yes,Yes.,0.41,1324.7
333,close_distance_trash1237.jpg,glass,no,no,No.,0.434,1324.7
334,close_distance_trash1237.jpg,metal scrap,no,yes,Yes.,0.444,1324.7
335,close_distance_trash1237.jpg,trash pile,no,yes,Yes.,0.448,1324.7
336,close_distance_trash1237.jpg,plastic bag,no,no,No.,0.43,1324.7
337,close_distance_trash1239.jpg,trash pile,yes,yes,Yes.,0.439,1324.7
338,close_distance_trash1239.jpg,can,no,no,No.,0.423,1324.7
339,close_distance_trash1239.jpg,plastic wrapper,no,yes,Yes.,0.425,1324.7
340,close_distance_trash1239.jpg,plastic bottle,no,no,No.,0.429,1324.7
341,close_distance_trash1239.jpg,plastic bag,no,yes,Yes.,0.428,1324.7
342,close_distance_trash1239.jpg,trash,no,yes,Yes.,0.464,1324.7
343,close_distance_trash1239.jpg,metal scrap,no,no,No.,0.431,1324.7
344,close_distance_trash1239.jpg,glass,no,no,No.,0.443,1324.7
345,close_distance_trash1240.jpg,plastic wrapper,yes,yes,Yes.,0.445,1325.3
346,close_distance_trash1240.jpg,trash pile,yes,yes,Yes.,0.419,1325.3
347,close_distance_trash1240.jpg,trash,yes,yes,Yes.,0.435,1324.7
348,close_distance_trash1240.jpg,metal scrap,no,yes,Yes.,0.458,1325.3
349,close_distance_trash1240.jpg,can,no,no,No.,0.431,1324.7
350,close_distance_trash1240.jpg,plastic bottle,no,no,No.,0.44,1325.3
351,close_distance_trash1240.jpg,glass,no,no,No.,0.421,1324.7
352,close_distance_trash1240.jpg,plastic bag,no,yes,Yes.,0.441,1325.3
353,close_distance_trash1241.jpg,plastic wrapper,yes,yes,Yes.,0.475,1324.7
354,close_distance_trash1241.jpg,plastic bottle,no,no,No.,0.441,1324.7
355,close_distance_trash1241.jpg,metal scrap,no,yes,Yes.,0.427,1324.7
356,close_distance_trash1241.jpg,glass,no,no,No.,0.44,1324.7
357,close_distance_trash1241.jpg,trash,no,yes,Yes.,0.422,1324.7
358,close_distance_trash1241.jpg,can,no,no,No.,0.445,1324.7
359,close_distance_trash1241.jpg,plastic bag,no,yes,Yes.,0.454,1324.7
360,close_distance_trash1241.jpg,trash pile,no,yes,Yes.,0.485,1324.7
361,close_distance_trash1242.jpg,plastic wrapper,yes,yes,Yes.,0.509,1325.3
362,close_distance_trash1242.jpg,trash pile,yes,yes,Yes.,0.532,1325.3
