question_id,image,cls,label,pred,response,inference_s,vram_mb
50,close_distance_trash1031.jpg,plastic bag,yes,yes,Yes.,0.309,7276.4
51,close_distance_trash1031.jpg,trash,no,yes,Yes.,0.298,7276.4
52,close_distance_trash1031.jpg,trash pile,no,no,No,0.266,7276.4
53,close_distance_trash1031.jpg,plastic wrapper,no,yes,Yes.,0.286,7276.4
54,close_distance_trash1031.jpg,can,no,no,No.,0.282,7276.4
55,close_distance_trash1031.jpg,glass,no,no,No,0.247,7276.4
56,close_distance_trash1031.jpg,metal scrap,no,no,No,0.235,7276.4
57,close_distance_trash104.jpg,plastic bag,yes,yes,Yes.,0.272,7248.5
58,close_distance_trash104.jpg,trash,no,yes,Yes.,0.294,7248.5
59,close_distance_trash104.jpg,trash pile,no,yes,Yes.,0.284,7248.5
60,close_distance_trash104.jpg,plastic wrapper,no,yes,Yes.,0.259,7248.5
61,close_distance_trash104.jpg,plastic bottle,no,no,No,0.258,7248.5
62,close_distance_trash104.jpg,can,no,no,No,0.206,7248.5
63,close_distance_trash104.jpg,metal scrap,no,no,No,0.225,7248.5
64,close_distance_trash104.jpg,glass,no,no,No,0.23,7248.5
65,close_distance_trash1047.jpg,can,yes,yes,Yes.,0.284,7276.4
66,close_distance_trash1047.jpg,trash,no,yes,Yes.,0.315,7276.4
67,close_distance_trash1047.jpg,plastic bottle,no,yes,Yes.,0.337,7276.4
68,close_distance_trash1047.jpg,plastic wrapper,no,yes,Yes.,0.323,7276.4
69,close_distance_trash1047.jpg,trash pile,no,no,No.,0.278,7276.4
70,close_distance_trash1047.jpg,plastic bag,no,yes,Yes.,0.33,7276.4
71,close_distance_trash1047.jpg,glass,no,no,No.,0.297,7276.4
72,close_distance_trash1047.jpg,metal scrap,no,no,No.,0.31,7276.4
73,close_distance_trash105.jpg,plastic bottle,yes,yes,Yes.,0.272,7248.5
74,close_distance_trash105.jpg,trash,no,no,No.,0.286,7248.5
75,close_distance_trash105.jpg,can,no,no,No.,0.269,7248.5
76,close_distance_trash105.jpg,trash pile,no,no,No.,0.28,7248.5
77,close_distance_trash105.jpg,plastic wrapper,no,no,No.,0.279,7248.5
78,close_distance_trash105.jpg,glass,no,no,No.,0.295,7248.5
79,close_distance_trash105.jpg,plastic bag,no,yes,Yes.,0.268,7248.5
80,close_distance_trash105.jpg,metal scrap,no,yes,Yes.,0.285,7248.5
81,close_distance_trash106.jpg,plastic bag,yes,yes,Yes.,0.284,7248.5
82,close_distance_trash106.jpg,trash,no,yes,Yes.,0.287,7248.5
83,close_distance_trash106.jpg,trash pile,no,no,No,0.25,7248.5
84,close_distance_trash106.jpg,plastic wrapper,no,yes,Yes.,0.269,7248.5
85,close_distance_trash106.jpg,plastic bottle,no,yes,Yes.,0.288,7248.5
86,close_distance_trash106.jpg,can,no,no,No,0.236,7248.5
87,close_distance_trash106.jpg,metal scrap,no,no,No,0.236,7248.5
88,close_distance_trash106.jpg,glass,no,no,no,0.225,7248.5
89,close_distance_trash1062.jpg,plastic bottle,yes,yes,Yes.,0.299,7276.4
90,close_distance_trash1062.jpg,trash pile,yes,yes,Yes.,0.291,7276.4
91,close_distance_trash1062.jpg,trash,no,yes,Yes.,0.291,7276.4
92,close_distance_trash1062.jpg,plastic wrapper,no,no,No,0.265,7276.4
93,close_distance_trash1062.jpg,plastic bag,no,yes,Yes.,0.288,7276.4
94,close_distance_trash1062.jpg,can,no,no,No,0.257,7276.4
95,close_distance_trash1062.jpg,glass,no,no,No,0.246,7276.4
96,close_distance_trash1062.jpg,metal scrap,no,no,No,0.24,7276.4
97,close_distance_trash1097.jpg,plastic bottle,yes,yes,Yes.,0.283,7276.4
98,close_distance_trash1097.jpg,trash,no,yes,Yes.,0.318,7276.4
99,close_distance_trash1097.jpg,can,no,no,No.,0.304,7276.4
100,close_distance_trash1097.jpg,trash pile,no,no,No.,0.305,7276.4
101,close_distance_trash1097.jpg,plastic wrapper,no,no,No.,0.279,7276.4
102,close_distance_trash1097.jpg,glass,no,no,No.,0.292,7276.4
103,close_distance_trash1097.jpg,plastic bag,no,no,No.,0.282,7276.4
104,close_distance_trash1097.jpg,metal scrap,no,no,No.,0.299,7276.4
105,close_distance_trash11.jpg,trash pile,yes,yes,Yes.,0.293,7236.5
106,close_distance_trash11.jpg,trash,no,yes,Yes.,0.285,7236.5
107,close_distance_trash11.jpg,plastic bag,no,yes,Yes.,0.272,7236.5
108,close_distance_trash11.jpg,plastic wrapper,no,yes,Yes.,0.281,7236.5
109,close_distance_trash11.jpg,plastic bottle,no,yes,Yes.,0.281,7236.5
110,close_distance_trash11.jpg,can,no,yes,Yes.,0.288,7236.5
111,close_distance_trash11.jpg,glass,no,no,No.,0.297,7236.5
112,close_distance_trash11.jpg,metal scrap,no,no,No.,0.298,7236.5
113,close_distance_trash1100.jpg,plastic bag,yes,yes,Yes.,0.299,7276.4
114,close_distance_trash1100.jpg,trash,no,yes,Yes.,0.306,7276.4
115,close_distance_trash1100.jpg,trash pile,no,no,No.,0.297,7276.4
116,close_distance_trash1100.jpg,plastic wrapper,no,yes,Yes.,0.297,7276.4
117,close_distance_trash1100.jpg,plastic bottle,no,no,No.,0.296,7276.4
118,close_distance_trash1100.jpg,can,no,no,No.,0.294,7276.4
119,close_distance_trash1100.jpg,metal scrap,no,no,No.,0.303,7276.4
120,close_distance_trash1100.jpg,glass,no,no,No.,0.334,7276.4
121,close_distance_trash1109.jpg,trash pile,yes,yes,Yes.,0.571,7629.9
122,close_distance_trash1109.jpg,trash,yes,yes,Yes.,0.63,7629.4
123,close_distance_trash1109.jpg,plastic bottle,no,yes,Yes.,0.59,7629.9
124,close_distance_trash1109.jpg,plastic wrapper,no,yes,Yes.,0.635,7629.9
125,close_distance_trash1109.jpg,plastic bag,no,yes,Yes.,0.639,7629.9
126,close_distance_trash1109.jpg,can,no,no,No.,0.621,7629.4
127,close_distance_trash1109.jpg,glass,no,yes,Yes.,0.602,7629.4
128,close_distance_trash1109.jpg,metal scrap,no,no,No.,0.622,7629.9
129,close_distance_trash1122.jpg,trash,yes,yes,Yes.,2.242,9921.7
130,close_distance_trash1122.jpg,plastic bottle,no,yes,Yes.,2.239,9922.9
131,close_distance_trash1122.jpg,plastic wrapper,no,yes,Yes.,2.216,9922.9
132,close_distance_trash1122.jpg,plastic bag,no,yes,Yes.,2.248,9922.9
133,close_distance_trash1122.jpg,trash pile,no,no,No.,2.245,9922.9
134,close_distance_trash1122.jpg,can,no,no,No.,2.283,9921.7
135,close_distance_trash1122.jpg,glass,no,no,No.,2.24,9921.7
136,close_distance_trash1122.jpg,metal scrap,no,no,No.,2.278,9922.9
137,close_distance_trash1126.jpg,glass,yes,yes,Yes.,0.337,7276.4
138,close_distance_trash1126.jpg,trash,no,yes,Yes.,0.318,7276.4
139,close_distance_trash1126.jpg,plastic bottle,no,no,No.,0.31,7276.4
140,close_distance_trash1126.jpg,can,no,no,No.,0.287,7276.4
141,close_distance_trash1126.jpg,plastic wrapper,no,no,No.,0.297,7276.4
142,close_distance_trash1126.jpg,trash pile,no,no,No.,0.324,7276.4
143,close_distance_trash1126.jpg,metal scrap,no,no,No.,0.363,7276.4
144,close_distance_trash1126.jpg,plastic bag,no,no,No.,0.342,7276.4
145,close_distance_trash1129.jpg,plastic bottle,yes,yes,Yes.,0.356,7276.4
146,close_distance_trash1129.jpg,trash pile,yes,yes,Yes.,0.362,7276.4
147,close_distance_trash1129.jpg,trash,yes,yes,Yes.,0.358,7276.4
148,close_distance_trash1129.jpg,plastic wrapper,no,no,No,0.313,7276.4
149,close_distance_trash1129.jpg,plastic bag,no,yes,Yes.,0.324,7276.4
150,close_distance_trash1129.jpg,can,no,no,No,0.274,7276.4
151,close_distance_trash1129.jpg,glass,no,no,No,0.296,7276.4
152,close_distance_trash1129.jpg,metal scrap,no,no,No,0.295,7276.4
153,close_distance_trash113.jpg,plastic bag,yes,yes,Yes.,0.354,7248.5
154,close_distance_trash113.jpg,trash,no,yes,Yes.,0.347,7248.5
155,close_distance_trash113.jpg,trash pile,no,no,No,0.302,7248.5
156,close_distance_trash113.jpg,plastic wrapper,no,no,no,0.244,7248.5
157,close_distance_trash113.jpg,plastic bottle,no,no,no,0.232,7248.5
158,close_distance_trash113.jpg,can,no,yes,Yes.,0.267,7248.5
159,close_distance_trash113.jpg,metal scrap,no,yes,Yes.,0.274,7248.5
160,close_distance_trash113.jpg,glass,no,no,No,0.249,7248.5
161,close_distance_trash1136.jpg,plastic bag,yes,yes,Yes.,0.291,7276.4
162,close_distance_trash1136.jpg,trash,no,yes,Yes.,0.306,7276.4
163,close_distance_trash1136.jpg,trash pile,no,no,No.,0.289,7276.4
164,close_distance_trash1136.jpg,plastic wrapper,no,yes,Yes.,0.3,7276.4
165,close_distance_trash1136.jpg,plastic bottle,no,no,No.,0.306,7276.4
166,close_distance_trash1136.jpg,can,no,yes,Yes.,0.294,7276.4
167,close_distance_trash1136.jpg,metal scrap,no,yes,Yes.,0.268,7276.4
168,close_distance_trash1136.jpg,glass,no,no,No.,0.288,7276.4
169,close_distance_trash1137.jpg,plastic bottle,yes,yes,Yes.,0.293,7276.4
170,close_distance_trash1137.jpg,can,yes,yes,Yes.,0.311,7276.4
171,close_distance_trash1137.jpg,trash pile,yes,yes,Yes.,0.312,7276.4
172,close_distance_trash1137.jpg,trash,yes,yes,Yes.,0.317,7276.4
173,close_distance_trash1137.jpg,plastic wrapper,no,yes,Yes.,0.335,7276.4
174,close_distance_trash1137.jpg,plastic bag,no,yes,Yes.,0.305,7276.4
175,close_distance_trash1137.jpg,glass,no,no,No,0.247,7276.4
176,close_distance_trash1137.jpg,metal scrap,no,no,No.,0.287,7276.4
177,close_distance_trash1139.jpg,plastic bottle,yes,yes,Yes.,0.317,7276.4
178,close_distance_trash1139.jpg,trash,no,yes,Yes.,0.323,7276.4
179,close_distance_trash1139.jpg,can,no,no,No.,0.309,7276.4
180,close_distance_trash1139.jpg,trash pile,no,no,No.,0.276,7276.4
181,close_distance_trash1139.jpg,plastic wrapper,no,no,No,0.247,7276.4
182,close_distance_trash1139.jpg,glass,no,no,No.,0.277,7276.4
183,close_distance_trash1139.jpg,plastic bag,no,no,No.,0.29,7276.4
184,close_distance_trash1139.jpg,metal scrap,no,no,No.,0.31,7276.4
185,close_distance_trash1150.jpg,plastic wrapper,yes,yes,Yes.,0.301,7276.4
186,close_distance_trash1150.jpg,trash,no,no,No.,0.295,7276.4
187,close_distance_trash1150.jpg,plastic bag,no,no,No.,0.289,7276.4
188,close_distance_trash1150.jpg,trash pile,no,no,No.,0.294,7276.4
189,close_distance_trash1150.jpg,plastic bottle,no,no,No.,0.291,7276.4
190,close_distance_trash1150.jpg,can,no,no,No.,0.334,7276.4
191,close_distance_trash1150.jpg,glass,no,no,No.,0.293,7276.4
192,close_distance_trash1150.jpg,metal scrap,no,no,No.,0.3,7276.4
193,close_distance_trash116.jpg,plastic bottle,yes,yes,Yes.,0.279,7248.5
194,close_distance_trash116.jpg,trash,yes,yes,Yes.,0.278,7248.5
195,close_distance_trash116.jpg,plastic wrapper,no,yes,Yes.,0.285,7248.5
196,close_distance_trash116.jpg,trash pile,no,yes,Yes.,0.316,7248.5
197,close_distance_trash116.jpg,can,no,no,No.,0.297,7248.5
198,close_distance_trash116.jpg,plastic bag,no,yes,Yes.,0.289,7248.5
199,close_distance_trash116.jpg,glass,no,no,No,0.241,7248.5
200,close_distance_trash116.jpg,metal scrap,no,no,No,0.223,7248.5
201,close_distance_trash119.jpg,trash,yes,yes,Yes.,0.272,7248.5
202,close_distance_trash119.jpg,plastic bottle,no,no,No.,0.292,7248.5
203,close_distance_trash119.jpg,plastic wrapper,no,yes,Yes.,0.3,7248.5
204,close_distance_trash119.jpg,plastic bag,no,no,No.,0.311,7248.5
205,close_distance_trash119.jpg,trash pile,no,no,No.,0.29,7248.5
206,close_distance_trash119.jpg,can,no,no,No.,0.264,7248.5
207,close_distance_trash119.jpg,glass,no,no,No.,0.279,7248.5
208,close_distance_trash119.jpg,metal scrap,no,yes,Yes.,0.283,7248.5
209,close_distance_trash12.jpg,plastic bottle,yes,yes,Yes.,0.395,7387.8
210,close_distance_trash12.jpg,can,yes,yes,Yes.,0.431,7387.4
211,close_distance_trash12.jpg,trash pile,yes,yes,Yes.,0.424,7387.8
212,close_distance_trash12.jpg,trash,yes,yes,Yes.,0.379,7387.4
213,close_distance_trash12.jpg,plastic wrapper,no,yes,Yes.,0.418,7387.8
214,close_distance_trash12.jpg,plastic bag,no,yes,Yes.,0.406,7387.8
215,close_distance_trash12.jpg,glass,no,no,No.,0.384,7387.4
216,close_distance_trash12.jpg,metal scrap,no,no,No.,0.396,7387.8
217,close_distance_trash1201.jpg,can,yes,yes,Yes.,0.294,7276.4
218,close_distance_trash1201.jpg,trash,no,yes,Yes.,0.308,7276.4
219,close_distance_trash1201.jpg,plastic bottle,no,yes,Yes.,0.3,7276.4
220,close_distance_trash1201.jpg,plastic wrapper,no,no,No.,0.313,7276.4
221,close_distance_trash1201.jpg,trash pile,no,no,No.,0.29,7276.4
222,close_distance_trash1201.jpg,plastic bag,no,yes,Yes.,0.302,7276.4
223,close_distance_trash1201.jpg,glass,no,no,No.,0.292,7276.4
224,close_distance_trash1201.jpg,metal scrap,no,no,No.,0.293,7276.4
225,close_distance_trash1208.jpg,can,yes,yes,Yes.,0.3,7276.4
226,close_distance_trash1208.jpg,trash,no,no,No.,0.331,7276.4
227,close_distance_trash1208.jpg,plastic bottle,no,no,No.,0.29,7276.4
228,close_distance_trash1208.jpg,plastic wrapper,no,no,No.,0.29,7276.4
229,close_distance_trash1208.jpg,trash pile,no,no,No.,0.306,7276.4
230,close_distance_trash1208.jpg,plastic bag,no,no,No.,0.317,7276.4
231,close_distance_trash1208.jpg,glass,no,no,No.,0.298,7276.4
232,close_distance_trash1208.jpg,metal scrap,no,no,No.,0.313,7276.4
233,close_distance_trash1219.jpg,plastic bottle,yes,yes,Yes.,0.474,7276.4
234,close_distance_trash1219.jpg,can,yes,yes,Yes.,0.331,7276.4
235,close_distance_trash1219.jpg,trash pile,yes,yes,Yes.,0.32,7276.4
236,close_distance_trash1219.jpg,trash,yes,yes,Yes.,0.3,7276.4
237,close_distance_trash1219.jpg,plastic wrapper,no,yes,Yes.,0.28,7276.4
238,close_distance_trash1219.jpg,plastic bag,no,yes,Yes.,0.301,7276.4
239,close_distance_trash1219.jpg,glass,no,no,No.,0.298,7276.4
240,close_distance_trash1219.jpg,metal scrap,no,yes,Yes.,0.295,7276.4
241,close_distance_trash122.jpg,plastic bag,yes,yes,yes,0.252,7248.5
242,close_distance_trash122.jpg,trash,yes,yes,yes,0.228,7248.5
243,close_distance_trash122.jpg,plastic wrapper,no,yes,yes,0.234,7248.5
244,close_distance_trash122.jpg,trash pile,no,no,no,0.225,7248.5
245,close_distance_trash122.jpg,plastic bottle,no,yes,yes,0.231,7248.5
246,close_distance_trash122.jpg,can,no,no,no,0.223,7248.5
247,close_distance_trash122.jpg,glass,no,no,no,0.23,7248.5
248,close_distance_trash122.jpg,metal scrap,no,yes,yes,0.228,7248.5
249,close_distance_trash1223.jpg,plastic bottle,yes,yes,Yes.,2.21,9922.9
250,close_distance_trash1223.jpg,trash,no,yes,Yes.,2.22,9921.7
251,close_distance_trash1223.jpg,can,no,no,No.,2.303,9921.7
252,close_distance_trash1223.jpg,trash pile,no,yes,Yes.,2.167,9922.9
253,close_distance_trash1223.jpg,plastic wrapper,no,yes,Yes.,2.198,9922.9
254,close_distance_trash1223.jpg,glass,no,yes,Yes.,2.213,9921.7
255,close_distance_trash1223.jpg,plastic bag,no,yes,Yes.,2.201,9922.9
256,close_distance_trash1223.jpg,metal scrap,no,yes,Yes.,2.159,9922.9
257,close_distance_trash1226.jpg,trash,yes,yes,Yes.,1.149,8312.7
258,close_distance_trash1226.jpg,plastic bottle,no,no,No.,1.146,8313.4
259,close_distance_trash1226.jpg,plastic wrapper,no,no,No.,1.131,8313.4
260,close_distance_trash1226.jpg,plastic bag,no,no,No.,1.143,8313.4
261,close_distance_trash1226.jpg,trash pile,no,yes,Yes.,1.141,8313.4
262,close_distance_trash1226.jpg,can,no,no,No.,1.153,8312.7
263,close_distance_trash1226.jpg,glass,no,no,No.,1.18,8312.7
264,close_distance_trash1226.jpg,metal scrap,no,no,No.,1.181,8313.4
265,close_distance_trash1227.jpg,plastic bag,yes,no,No.,1.134,8313.4
266,close_distance_trash1227.jpg,trash,yes,yes,Yes.,1.164,8312.7
267,close_distance_trash1227.jpg,plastic wrapper,no,yes,Yes.,1.166,8313.4
268,close_distance_trash1227.jpg,trash pile,no,yes,Yes.,1.182,8313.4
269,close_distance_trash1227.jpg,plastic bottle,no,no,No.,1.127,8313.4
270,close_distance_trash1227.jpg,can,no,yes,Yes.,1.11,8312.7
271,close_distance_trash1227.jpg,glass,no,no,No.,1.152,8312.7
272,close_distance_trash1227.jpg,metal scrap,no,no,No.,1.131,8313.4
273,close_distance_trash1229.jpg,trash,yes,yes,Yes.,1.121,8312.7
274,close_distance_trash1229.jpg,plastic bottle,no,no,No,1.073,8313.4
275,close_distance_trash1229.jpg,plastic wrapper,no,yes,Yes.,1.133,8313.4
276,close_distance_trash1229.jpg,plastic bag,no,no,No.,1.144,8313.4
277,close_distance_trash1229.jpg,trash pile,no,no,No.,1.133,8313.4
278,close_distance_trash1229.jpg,can,no,no,No.,1.152,8312.7
279,close_distance_trash1229.jpg,glass,no,no,No.,1.119,8312.7
280,close_distance_trash1229.jpg,metal scrap,no,no,No.,1.134,8313.4
281,close_distance_trash123.jpg,plastic bottle,yes,yes,yes,0.237,7248.5
282,close_distance_trash123.jpg,plastic wrapper,yes,yes,yes,0.233,7248.5
283,close_distance_trash123.jpg,trash,yes,yes,Yes.,0.271,7248.5
284,close_distance_trash123.jpg,trash pile,no,yes,Yes.,0.284,7248.5
285,close_distance_trash123.jpg,plastic bag,no,yes,yes,0.236,7248.5
286,close_distance_trash123.jpg,can,no,no,no,0.229,7248.5
287,close_distance_trash123.jpg,glass,no,no,no,0.217,7248.5
288,close_distance_trash123.jpg,metal scrap,no,yes,Yes.,0.268,7248.5
289,close_distance_trash1230.jpg,plastic bottle,yes,yes,Yes.,0.688,7705.5
290,close_distance_trash1230.jpg,plastic bag,yes,yes,Yes.,0.651,7705.5
291,close_distance_trash1230.jpg,plastic wrapper,yes,yes,Yes.,0.645,7705.5
292,close_distance_trash1230.jpg,trash pile,yes,yes,Yes.,0.653,7705.5
293,close_distance_trash1230.jpg,trash,no,yes,Yes.,0.668,7704.0
294,close_distance_trash1230.jpg,can,no,no,No.,0.683,7704.0
295,close_distance_trash1230.jpg,glass,no,no,No.,0.66,7704.0
296,close_distance_trash1230.jpg,metal scrap,no,no,No.,0.716,7705.5
297,close_distance_trash1232.jpg,plastic wrapper,yes,yes,Yes.,0.499,7420.4
298,close_distance_trash1232.jpg,trash,yes,yes,Yes.,0.438,7420.1
299,close_distance_trash1232.jpg,plastic bottle,no,yes,Yes.,0.414,7420.4
300,close_distance_trash1232.jpg,plastic bag,no,yes,Yes.,0.454,7420.4
301,close_distance_trash1232.jpg,trash pile,no,yes,Yes.,0.458,7420.4
302,close_distance_trash1232.jpg,can,no,no,No.,0.446,7420.1
303,close_distance_trash1232.jpg,glass,no,no,No.,0.465,7420.1
304,close_distance_trash1232.jpg,metal scrap,no,no,No.,0.455,7420.4
305,close_distance_trash1234.jpg,plastic bottle,yes,yes,Yes.,0.479,7420.4
306,close_distance_trash1234.jpg,plastic wrapper,yes,yes,Yes.,0.414,7420.4
307,close_distance_trash1234.jpg,trash,no,yes,Yes.,0.412,7420.1
308,close_distance_trash1234.jpg,trash pile,no,yes,Yes.,0.452,7420.4
309,close_distance_trash1234.jpg,plastic bag,no,yes,Yes.,0.432,7420.4
310,close_distance_trash1234.jpg,can,no,no,No.,0.443,7420.1
311,close_distance_trash1234.jpg,glass,no,no,No.,0.42,7420.1
312,close_distance_trash1234.jpg,metal scrap,no,no,No.,0.557,7420.4
313,close_distance_trash1235.jpg,plastic bottle,yes,yes,Yes.,0.544,7420.4
314,close_distance_trash1235.jpg,trash,no,yes,Yes.,0.543,7420.1
315,close_distance_trash1235.jpg,can,no,no,No.,0.603,7420.1
316,close_distance_trash1235.jpg,trash pile,no,yes,Yes.,0.546,7420.4
317,close_distance_trash1235.jpg,plastic wrapper,no,no,No.,0.57,7420.4
318,close_distance_trash1235.jpg,glass,no,no,No.,0.474,7420.1
319,close_distance_trash1235.jpg,plastic bag,no,no,No.,0.43,7420.4
320,close_distance_trash1235.jpg,metal scrap,no,no,No.,0.446,7420.4
321,close_distance_trash1236.jpg,plastic wrapper,yes,yes,Yes.,0.448,7420.4
322,close_distance_trash1236.jpg,trash pile,yes,yes,Yes.,0.434,7420.4
323,close_distance_trash1236.jpg,trash,no,yes,Yes.,0.429,7420.1
324,close_distance_trash1236.jpg,plastic bag,no,yes,Yes.,0.457,7420.4
325,close_distance_trash1236.jpg,plastic bottle,no,yes,Yes.,0.443,7420.4
326,close_distance_trash1236.jpg,can,no,yes,Yes.,0.425,7420.1
327,close_distance_trash1236.jpg,glass,no,no,No.,0.404,7420.1
328,close_distance_trash1236.jpg,metal scrap,no,no,No.,0.45,7420.4
329,close_distance_trash1237.jpg,plastic bottle,yes,yes,Yes.,0.403,7420.4
330,close_distance_trash1237.jpg,can,yes,yes,Yes.,0.453,7420.1
331,close_distance_trash1237.jpg,plastic wrapper,yes,yes,Yes.,0.422,7420.4
332,close_distance_trash1237.jpg,trash,yes,yes,Yes.,0.44,7420.1
333,close_distance_trash1237.jpg,trash pile,no,yes,Yes.,0.426,7420.4
334,close_distance_trash1237.jpg,plastic bag,no,yes,Yes.,0.467,7420.4
335,close_distance_trash1237.jpg,glass,no,no,No.,0.427,7420.1
336,close_distance_trash1237.jpg,metal scrap,no,no,No.,0.432,7420.4
337,close_distance_trash1239.jpg,trash pile,yes,yes,Yes.,0.694,7705.5
338,close_distance_trash1239.jpg,trash,no,yes,Yes.,0.707,7704.0
339,close_distance_trash1239.jpg,plastic bag,no,yes,Yes.,0.712,7705.5
340,close_distance_trash1239.jpg,plastic wrapper,no,yes,Yes.,0.708,7705.5
341,close_distance_trash1239.jpg,plastic bottle,no,no,No.,0.738,7705.5
342,close_distance_trash1239.jpg,can,no,no,No.,0.684,7704.0
343,close_distance_trash1239.jpg,glass,no,no,No.,0.641,7704.0
344,close_distance_trash1239.jpg,metal scrap,no,no,No.,0.643,7705.5
345,close_distance_trash1240.jpg,plastic wrapper,yes,yes,Yes.,0.425,7420.4
346,close_distance_trash1240.jpg,trash pile,yes,yes,Yes.,0.478,7420.4
347,close_distance_trash1240.jpg,trash,yes,yes,Yes.,0.451,7420.1
348,close_distance_trash1240.jpg,plastic bottle,no,yes,Yes.,0.453,7420.4
349,close_distance_trash1240.jpg,plastic bag,no,yes,Yes.,0.457,7420.4
350,close_distance_trash1240.jpg,can,no,no,No.,0.498,7420.1
351,close_distance_trash1240.jpg,glass,no,no,No.,0.457,7420.1
352,close_distance_trash1240.jpg,metal scrap,no,yes,Yes.,0.436,7420.4
353,close_distance_trash1241.jpg,plastic wrapper,yes,yes,Yes.,0.417,7420.4
354,close_distance_trash1241.jpg,trash,no,yes,Yes.,0.442,7420.1
355,close_distance_trash1241.jpg,plastic bag,no,yes,Yes.,0.449,7420.4
356,close_distance_trash1241.jpg,trash pile,no,yes,Yes.,0.416,7420.4
357,close_distance_trash1241.jpg,plastic bottle,no,no,No.,0.442,7420.4
358,close_distance_trash1241.jpg,can,no,yes,Yes.,0.457,7420.1
359,close_distance_trash1241.jpg,glass,no,no,No.,0.429,7420.1
360,close_distance_trash1241.jpg,metal scrap,no,no,No.,0.419,7420.4
361,close_distance_trash1242.jpg,plastic wrapper,yes,yes,Yes.,0.458,7420.4
362,close_distance_trash1242.jpg,trash pile,yes,yes,Yes.,0.413,7420.4
363,close_distance_trash1242.jpg,trash,yes,yes,Yes.,0.445,7420.1
