question_id,image,cls,label,pred,response,inference_s,vram_mb
133,close_distance_trash1122.jpg,can,no,yes,Yes,0.19,13845.9
134,close_distance_trash1122.jpg,trash pile,no,no,No,0.176,13847.7
135,close_distance_trash1122.jpg,glass,no,yes,Yes,0.182,13845.9
136,close_distance_trash1122.jpg,metal scrap,no,no,No,0.169,13847.1
137,close_distance_trash1126.jpg,glass,yes,yes,Yes,0.148,13845.9
138,close_distance_trash1126.jpg,trash,no,yes,Yes,0.144,13846.5
139,close_distance_trash1126.jpg,plastic bottle,no,yes,Yes,0.144,13847.7
140,close_distance_trash1126.jpg,plastic wrapper,no,no,No,0.138,13847.1
141,close_distance_trash1126.jpg,plastic bag,no,no,No,0.141,13847.1
142,close_distance_trash1126.jpg,can,no,no,No,0.142,13845.9
143,close_distance_trash1126.jpg,trash pile,no,no,No,0.154,13847.7
144,close_distance_trash1126.jpg,metal scrap,no,no,No,0.138,13847.1
145,close_distance_trash1129.jpg,plastic bottle,yes,yes,Yes,0.14,13847.7
146,close_distance_trash1129.jpg,trash pile,yes,yes,Yes,0.142,13847.7
147,close_distance_trash1129.jpg,trash,yes,yes,Yes,0.132,13846.5
148,close_distance_trash1129.jpg,plastic wrapper,no,yes,Yes,0.143,13847.1
149,close_distance_trash1129.jpg,plastic bag,no,yes,Yes,0.156,13847.1
150,close_distance_trash1129.jpg,can,no,yes,Yes,0.148,13845.9
151,close_distance_trash1129.jpg,glass,no,yes,Yes,0.137,13845.9
152,close_distance_trash1129.jpg,metal scrap,no,yes,Yes,0.136,13847.1
153,close_distance_trash113.jpg,plastic bag,yes,yes,Yes,0.149,13847.1
154,close_distance_trash113.jpg,trash,no,yes,Yes,0.146,13846.5
155,close_distance_trash113.jpg,plastic bottle,no,no,No,0.136,13847.7
156,close_distance_trash113.jpg,plastic wrapper,no,no,No,0.14,13847.1
157,close_distance_trash113.jpg,can,no,yes,Yes,0.14,13845.9
158,close_distance_trash113.jpg,trash pile,no,no,No,0.136,13847.7
159,close_distance_trash113.jpg,glass,no,no,No,0.136,13845.9
160,close_distance_trash113.jpg,metal scrap,no,yes,Yes,0.17,13847.1
161,close_distance_trash1136.jpg,plastic bag,yes,yes,Yes,0.154,13847.1
162,close_distance_trash1136.jpg,trash,no,no,No,0.139,13846.5
163,close_distance_trash1136.jpg,plastic bottle,no,no,No,0.148,13847.7
164,close_distance_trash1136.jpg,plastic wrapper,no,yes,Yes,0.15,13847.1
165,close_distance_trash1136.jpg,can,no,no,No,0.137,13845.9
166,close_distance_trash1136.jpg,trash pile,no,no,No,0.141,13847.7
167,close_distance_trash1136.jpg,glass,no,no,No,0.141,13845.9
168,close_distance_trash1136.jpg,metal scrap,no,yes,Yes,0.143,13847.1
169,close_distance_trash1137.jpg,plastic bottle,yes,yes,Yes,0.158,13847.7
170,close_distance_trash1137.jpg,can,yes,yes,Yes,0.131,13845.9
171,close_distance_trash1137.jpg,trash pile,yes,yes,Yes,0.173,13847.7
172,close_distance_trash1137.jpg,trash,yes,yes,Yes,0.132,13846.5
173,close_distance_trash1137.jpg,plastic wrapper,no,yes,Yes,0.145,13847.1
174,close_distance_trash1137.jpg,plastic bag,no,yes,Yes,0.147,13847.1
175,close_distance_trash1137.jpg,glass,no,yes,Yes,0.132,13845.9
176,close_distance_trash1137.jpg,metal scrap,no,no,No,0.152,13847.1
177,close_distance_trash1139.jpg,plastic bottle,yes,yes,Yes,0.148,13847.7
178,close_distance_trash1139.jpg,trash,no,yes,Yes,0.178,13846.5
179,close_distance_trash1139.jpg,plastic wrapper,no,yes,Yes,0.138,13847.1
180,close_distance_trash1139.jpg,plastic bag,no,yes,Yes,0.142,13847.1
181,close_distance_trash1139.jpg,can,no,no,No,0.143,13845.9
182,close_distance_trash1139.jpg,trash pile,no,no,No,0.147,13847.7
183,close_distance_trash1139.jpg,glass,no,no,No,0.133,13845.9
184,close_distance_trash1139.jpg,metal scrap,no,no,No,0.138,13847.1
185,close_distance_trash1150.jpg,plastic wrapper,yes,yes,Yes,0.174,13847.1
186,close_distance_trash1150.jpg,trash,no,yes,Yes,0.136,13846.5
187,close_distance_trash1150.jpg,plastic bottle,no,no,No,0.148,13847.7
188,close_distance_trash1150.jpg,plastic bag,no,yes,Yes,0.136,13847.1
189,close_distance_trash1150.jpg,can,no,no,No,0.131,13845.9
190,close_distance_trash1150.jpg,trash pile,no,no,No,0.164,13847.7
191,close_distance_trash1150.jpg,glass,no,no,No,0.137,13845.9
192,close_distance_trash1150.jpg,metal scrap,no,no,No,0.139,13847.1
193,close_distance_trash116.jpg,plastic bottle,yes,yes,Yes,0.151,13847.7
194,close_distance_trash116.jpg,trash,yes,yes,Yes,0.134,13846.5
195,close_distance_trash116.jpg,plastic wrapper,no,yes,Yes,0.135,13847.1
196,close_distance_trash116.jpg,plastic bag,no,yes,Yes,0.141,13847.1
197,close_distance_trash116.jpg,can,no,yes,Yes,0.155,13845.9
198,close_distance_trash116.jpg,trash pile,no,yes,Yes,0.137,13847.7
199,close_distance_trash116.jpg,glass,no,yes,Yes,0.134,13845.9
200,close_distance_trash116.jpg,metal scrap,no,yes,Yes,0.141,13847.1
201,close_distance_trash119.jpg,trash,yes,yes,Yes,0.134,13846.5
202,close_distance_trash119.jpg,plastic bottle,no,no,No,0.148,13847.7
203,close_distance_trash119.jpg,plastic wrapper,no,yes,Yes,0.135,13847.1
204,close_distance_trash119.jpg,plastic bag,no,no,No,0.154,13847.1
205,close_distance_trash119.jpg,can,no,no,No,0.136,13845.9
206,close_distance_trash119.jpg,trash pile,no,yes,Yes,0.144,13847.7
207,close_distance_trash119.jpg,glass,no,no,No,0.132,13845.9
208,close_distance_trash119.jpg,metal scrap,no,yes,Yes,0.141,13847.1
209,close_distance_trash12.jpg,plastic bottle,yes,yes,Yes,0.157,13847.7
210,close_distance_trash12.jpg,can,yes,yes,Yes,0.148,13845.9
211,close_distance_trash12.jpg,trash pile,yes,yes,Yes,0.147,13847.7
212,close_distance_trash12.jpg,trash,yes,yes,Yes,0.147,13846.5
213,close_distance_trash12.jpg,plastic wrapper,no,yes,Yes,0.144,13847.1
214,close_distance_trash12.jpg,plastic bag,no,yes,Yes,0.151,13847.1
215,close_distance_trash12.jpg,glass,no,yes,Yes,0.154,13845.9
216,close_distance_trash12.jpg,metal scrap,no,no,No,0.143,13847.1
217,close_distance_trash1201.jpg,can,yes,yes,Yes,0.15,13845.9
218,close_distance_trash1201.jpg,trash,no,yes,Yes,0.139,13846.5
219,close_distance_trash1201.jpg,plastic bottle,no,yes,Yes,0.141,13847.7
220,close_distance_trash1201.jpg,plastic wrapper,no,yes,Yes,0.139,13847.1
221,close_distance_trash1201.jpg,plastic bag,no,no,No,0.136,13847.1
222,close_distance_trash1201.jpg,trash pile,no,no,No,0.141,13847.7
223,close_distance_trash1201.jpg,glass,no,yes,Yes,0.138,13845.9
224,close_distance_trash1201.jpg,metal scrap,no,no,No,0.139,13847.1
225,close_distance_trash1208.jpg,can,yes,yes,Yes,0.159,13845.9
226,close_distance_trash1208.jpg,trash,no,no,No,0.139,13846.5
227,close_distance_trash1208.jpg,plastic bottle,no,no,No,0.156,13847.7
228,close_distance_trash1208.jpg,plastic wrapper,no,no,No,0.147,13847.1
229,close_distance_trash1208.jpg,plastic bag,no,no,No,0.137,13847.1
230,close_distance_trash1208.jpg,trash pile,no,no,No,0.14,13847.7
231,close_distance_trash1208.jpg,glass,no,no,No,0.155,13845.9
232,close_distance_trash1208.jpg,metal scrap,no,no,No,0.154,13847.1
233,close_distance_trash1219.jpg,plastic bottle,yes,yes,Yes,0.137,13847.7
234,close_distance_trash1219.jpg,can,yes,yes,Yes,0.15,13845.9
235,close_distance_trash1219.jpg,trash pile,yes,yes,Yes,0.132,13847.7
236,close_distance_trash1219.jpg,trash,yes,yes,Yes,0.133,13846.5
237,close_distance_trash1219.jpg,plastic wrapper,no,yes,Yes,0.137,13847.1
238,close_distance_trash1219.jpg,plastic bag,no,yes,Yes,0.132,13847.1
239,close_distance_trash1219.jpg,glass,no,yes,Yes,0.133,13845.9
240,close_distance_trash1219.jpg,metal scrap,no,yes,Yes,0.15,13847.1
241,close_distance_trash122.jpg,plastic bag,yes,yes,Yes,0.153,13847.1
242,close_distance_trash122.jpg,trash,yes,yes,Yes,0.136,13846.5
243,close_distance_trash122.jpg,plastic bottle,no,yes,Yes,0.164,13847.7
244,close_distance_trash122.jpg,plastic wrapper,no,yes,Yes,0.143,13847.1
245,close_distance_trash122.jpg,can,no,yes,Yes,0.133,13845.9
246,close_distance_trash122.jpg,trash pile,no,no,No,0.146,13847.7
247,close_distance_trash122.jpg,glass,no,no,No,0.137,13845.9
248,close_distance_trash122.jpg,metal scrap,no,yes,Yes,0.134,13847.1
249,close_distance_trash1223.jpg,plastic bottle,yes,yes,Yes,0.21,13847.7
250,close_distance_trash1223.jpg,trash,no,yes,Yes,0.2,13846.5
251,close_distance_trash1223.jpg,plastic wrapper,no,yes,Yes,0.193,13847.1
252,close_distance_trash1223.jpg,plastic bag,no,yes,Yes,0.225,13847.1
253,close_distance_trash1223.jpg,can,no,yes,Yes,0.208,13845.9
254,close_distance_trash1223.jpg,trash pile,no,yes,Yes,0.21,13847.7
255,close_distance_trash1223.jpg,glass,no,yes,Yes,0.184,13845.9
256,close_distance_trash1223.jpg,metal scrap,no,yes,Yes,0.217,13847.1
257,close_distance_trash1226.jpg,trash,yes,yes,Yes,0.183,13846.5
258,close_distance_trash1226.jpg,plastic bottle,no,yes,Yes,0.199,13847.7
259,close_distance_trash1226.jpg,plastic wrapper,no,yes,Yes,0.195,13847.1
260,close_distance_trash1226.jpg,plastic bag,no,yes,Yes,0.19,13847.1
261,close_distance_trash1226.jpg,can,no,yes,Yes,0.168,13845.9
262,close_distance_trash1226.jpg,trash pile,no,yes,Yes,0.171,13847.7
263,close_distance_trash1226.jpg,glass,no,yes,Yes,0.21,13845.9
264,close_distance_trash1226.jpg,metal scrap,no,no,No,0.173,13847.1
265,close_distance_trash1227.jpg,plastic bag,yes,yes,Yes,0.182,13847.1
266,close_distance_trash1227.jpg,trash,yes,yes,Yes,0.167,13846.5
267,close_distance_trash1227.jpg,plastic bottle,no,yes,Yes,0.175,13847.7
268,close_distance_trash1227.jpg,plastic wrapper,no,yes,Yes,0.172,13847.1
269,close_distance_trash1227.jpg,can,no,yes,Yes,0.188,13845.9
270,close_distance_trash1227.jpg,trash pile,no,yes,Yes,0.199,13847.7
271,close_distance_trash1227.jpg,glass,no,yes,Yes,0.168,13845.9
272,close_distance_trash1227.jpg,metal scrap,no,no,No,0.17,13847.1
273,close_distance_trash1229.jpg,trash,yes,yes,Yes,0.179,13846.5
274,close_distance_trash1229.jpg,plastic bottle,no,no,No,0.175,13847.7
275,close_distance_trash1229.jpg,plastic wrapper,no,yes,Yes,0.176,13847.1
276,close_distance_trash1229.jpg,plastic bag,no,no,No,0.169,13847.1
277,close_distance_trash1229.jpg,can,no,no,No,0.17,13845.9
278,close_distance_trash1229.jpg,trash pile,no,no,No,0.164,13847.7
279,close_distance_trash1229.jpg,glass,no,no,No,0.168,13845.9
280,close_distance_trash1229.jpg,metal scrap,no,yes,Yes,0.179,13847.1
281,close_distance_trash123.jpg,plastic bottle,yes,yes,Yes,0.147,13847.7
282,close_distance_trash123.jpg,plastic wrapper,yes,yes,Yes,0.137,13847.1
283,close_distance_trash123.jpg,trash,yes,yes,Yes,0.136,13846.5
284,close_distance_trash123.jpg,plastic bag,no,yes,Yes,0.134,13847.1
285,close_distance_trash123.jpg,can,no,yes,Yes,0.137,13845.9
286,close_distance_trash123.jpg,trash pile,no,yes,Yes,0.141,13847.7
287,close_distance_trash123.jpg,glass,no,yes,Yes,0.141,13845.9
288,close_distance_trash123.jpg,metal scrap,no,no,No,0.136,13847.1
289,close_distance_trash1230.jpg,plastic bottle,yes,yes,Yes,0.168,13847.7
290,close_distance_trash1230.jpg,plastic bag,yes,yes,Yes,0.154,13847.1
291,close_distance_trash1230.jpg,plastic wrapper,yes,yes,Yes,0.148,13847.1
292,close_distance_trash1230.jpg,trash pile,yes,yes,Yes,0.169,13847.7
293,close_distance_trash1230.jpg,trash,no,yes,Yes,0.152,13846.5
294,close_distance_trash1230.jpg,can,no,yes,Yes,0.161,13845.9
295,close_distance_trash1230.jpg,glass,no,yes,Yes,0.179,13845.9
296,close_distance_trash1230.jpg,metal scrap,no,no,No,0.163,13847.1
297,close_distance_trash1232.jpg,plastic wrapper,yes,yes,Yes,0.148,13847.1
298,close_distance_trash1232.jpg,trash,yes,yes,Yes,0.158,13846.5
299,close_distance_trash1232.jpg,plastic bottle,no,no,No,0.142,13847.7
300,close_distance_trash1232.jpg,plastic bag,no,yes,Yes,0.143,13847.1
301,close_distance_trash1232.jpg,can,no,no,No,0.152,13845.9
302,close_distance_trash1232.jpg,trash pile,no,yes,Yes,0.149,13847.7
303,close_distance_trash1232.jpg,glass,no,no,No,0.142,13845.9
304,close_distance_trash1232.jpg,metal scrap,no,no,No,0.145,13847.1
305,close_distance_trash1234.jpg,plastic bottle,yes,yes,Yes,0.166,13847.7
306,close_distance_trash1234.jpg,plastic wrapper,yes,yes,Yes,0.162,13847.1
307,close_distance_trash1234.jpg,trash,no,yes,Yes,0.147,13846.5
308,close_distance_trash1234.jpg,plastic bag,no,yes,Yes,0.146,13847.1
309,close_distance_trash1234.jpg,can,no,yes,Yes,0.153,13845.9
310,close_distance_trash1234.jpg,trash pile,no,yes,Yes,0.153,13847.7
311,close_distance_trash1234.jpg,glass,no,yes,Yes,0.144,13845.9
312,close_distance_trash1234.jpg,metal scrap,no,yes,Yes,0.154,13847.1
313,close_distance_trash1235.jpg,plastic bottle,yes,yes,Yes,0.144,13847.7
314,close_distance_trash1235.jpg,trash,no,yes,Yes,0.146,13846.5
315,close_distance_trash1235.jpg,plastic wrapper,no,yes,Yes,0.142,13847.1
316,close_distance_trash1235.jpg,plastic bag,no,yes,Yes,0.146,13847.1
317,close_distance_trash1235.jpg,can,no,yes,Yes,0.143,13845.9
318,close_distance_trash1235.jpg,trash pile,no,no,No,0.172,13847.7
319,close_distance_trash1235.jpg,glass,no,yes,Yes,0.165,13845.9
320,close_distance_trash1235.jpg,metal scrap,no,no,No,0.149,13847.1
321,close_distance_trash1236.jpg,plastic wrapper,yes,yes,Yes,0.153,13847.1
322,close_distance_trash1236.jpg,trash pile,yes,yes,Yes,0.157,13847.7
323,close_distance_trash1236.jpg,trash,no,yes,Yes,0.151,13846.5
324,close_distance_trash1236.jpg,plastic bottle,no,yes,Yes,0.164,13847.7
325,close_distance_trash1236.jpg,plastic bag,no,yes,Yes,0.15,13847.1
326,close_distance_trash1236.jpg,can,no,no,No,0.149,13845.9
327,close_distance_trash1236.jpg,glass,no,no,No,0.15,13845.9
328,close_distance_trash1236.jpg,metal scrap,no,yes,Yes,0.148,13847.1
329,close_distance_trash1237.jpg,plastic bottle,yes,yes,Yes,0.155,13847.7
330,close_distance_trash1237.jpg,can,yes,yes,Yes,0.15,13845.9
331,close_distance_trash1237.jpg,plastic wrapper,yes,yes,Yes,0.148,13847.1
332,close_distance_trash1237.jpg,trash,yes,yes,Yes,0.148,13846.5
333,close_distance_trash1237.jpg,plastic bag,no,yes,Yes,0.151,13847.1
334,close_distance_trash1237.jpg,trash pile,no,yes,Yes,0.149,13847.7
335,close_distance_trash1237.jpg,glass,no,yes,Yes,0.153,13845.9
336,close_distance_trash1237.jpg,metal scrap,no,yes,Yes,0.145,13847.1
337,close_distance_trash1239.jpg,trash pile,yes,yes,Yes,0.155,13847.7
338,close_distance_trash1239.jpg,trash,no,yes,Yes,0.152,13846.5
339,close_distance_trash1239.jpg,plastic bottle,no,yes,Yes,0.153,13847.7
340,close_distance_trash1239.jpg,plastic wrapper,no,yes,Yes,0.146,13847.1
341,close_distance_trash1239.jpg,plastic bag,no,yes,Yes,0.151,13847.1
342,close_distance_trash1239.jpg,can,no,yes,Yes,0.152,13845.9
343,close_distance_trash1239.jpg,glass,no,yes,Yes,0.166,13845.9
344,close_distance_trash1239.jpg,metal scrap,no,yes,Yes,0.165,13847.1
345,close_distance_trash1240.jpg,plastic wrapper,yes,yes,Yes,0.148,13847.1
346,close_distance_trash1240.jpg,trash pile,yes,yes,Yes,0.153,13847.7
347,close_distance_trash1240.jpg,trash,yes,yes,Yes,0.146,13846.5
348,close_distance_trash1240.jpg,plastic bottle,no,yes,Yes,0.155,13847.7
349,close_distance_trash1240.jpg,plastic bag,no,yes,Yes,0.145,13847.1
350,close_distance_trash1240.jpg,can,no,no,No,0.149,13845.9
351,close_distance_trash1240.jpg,glass,no,yes,Yes,0.145,13845.9
352,close_distance_trash1240.jpg,metal scrap,no,yes,Yes,0.147,13847.1
353,close_distance_trash1241.jpg,plastic wrapper,yes,yes,Yes,0.147,13847.1
354,close_distance_trash1241.jpg,trash,no,yes,Yes,0.15,13846.5
355,close_distance_trash1241.jpg,plastic bottle,no,yes,Yes,0.157,13847.7
356,close_distance_trash1241.jpg,plastic bag,no,yes,Yes,0.143,13847.1
357,close_distance_trash1241.jpg,can,no,yes,Yes,0.159,13845.9
358,close_distance_trash1241.jpg,trash pile,no,yes,Yes,0.17,13847.7
359,close_distance_trash1241.jpg,glass,no,yes,Yes,0.151,13845.9
360,close_distance_trash1241.jpg,metal scrap,no,no,No,0.142,13847.1
361,close_distance_trash1242.jpg,plastic wrapper,yes,yes,Yes,0.152,13847.1
362,close_distance_trash1242.jpg,trash pile,yes,yes,Yes,0.142,13847.7
363,close_distance_trash1242.jpg,trash,yes,yes,Yes,0.158,13846.5
364,close_distance_trash1242.jpg,plastic bottle,no,yes,Yes,0.143,13847.7
365,close_distance_trash1242.jpg,plastic bag,no,yes,Yes,0.148,13847.1
366,close_distance_trash1242.jpg,can,no,yes,Yes,0.162,13845.9
