question_id,image,cls,label,pred,response,inference_s,vram_mb
51,close_distance_trash1031.jpg,trash pile,no,no,No,0.136,13847.7
52,close_distance_trash1031.jpg,glass,no,yes,Yes,0.171,13845.9
53,close_distance_trash1031.jpg,can,no,yes,Yes,0.157,13845.9
54,close_distance_trash1031.jpg,metal scrap,no,no,No,0.148,13847.1
55,close_distance_trash1031.jpg,plastic wrapper,no,yes,Yes,0.143,13847.1
56,close_distance_trash1031.jpg,trash,no,yes,Yes,0.151,13846.5
57,close_distance_trash104.jpg,plastic bag,yes,yes,Yes,0.141,13847.1
58,close_distance_trash104.jpg,trash pile,no,yes,Yes,0.142,13847.7
59,close_distance_trash104.jpg,metal scrap,no,no,No,0.142,13847.1
60,close_distance_trash104.jpg,trash,no,yes,Yes,0.139,13846.5
61,close_distance_trash104.jpg,plastic wrapper,no,yes,Yes,0.135,13847.1
62,close_distance_trash104.jpg,plastic bottle,no,no,No,0.139,13847.7
63,close_distance_trash104.jpg,can,no,no,No,0.143,13845.9
64,close_distance_trash104.jpg,glass,no,no,No,0.128,13845.9
65,close_distance_trash1047.jpg,can,yes,yes,Yes,0.134,13845.9
66,close_distance_trash1047.jpg,metal scrap,no,yes,Yes,0.144,13847.1
67,close_distance_trash1047.jpg,glass,no,no,No,0.135,13845.9
68,close_distance_trash1047.jpg,plastic bottle,no,yes,Yes,0.135,13847.7
69,close_distance_trash1047.jpg,trash pile,no,yes,Yes,0.158,13847.7
70,close_distance_trash1047.jpg,plastic wrapper,no,yes,Yes,0.149,13847.1
71,close_distance_trash1047.jpg,trash,no,yes,Yes,0.128,13846.5
72,close_distance_trash1047.jpg,plastic bag,no,no,No,0.136,13847.1
73,close_distance_trash105.jpg,plastic bottle,yes,no,No,0.129,13847.7
74,close_distance_trash105.jpg,trash,no,no,No,0.13,13846.5
75,close_distance_trash105.jpg,can,no,no,No,0.131,13845.9
76,close_distance_trash105.jpg,plastic bag,no,no,No,0.138,13847.1
77,close_distance_trash105.jpg,trash pile,no,no,No,0.155,13847.7
78,close_distance_trash105.jpg,metal scrap,no,no,No,0.134,13847.1
79,close_distance_trash105.jpg,glass,no,no,No,0.126,13845.9
80,close_distance_trash105.jpg,plastic wrapper,no,yes,Yes,0.139,13847.1
81,close_distance_trash106.jpg,plastic bag,yes,yes,Yes,0.132,13847.1
82,close_distance_trash106.jpg,glass,no,no,No,0.153,13845.9
83,close_distance_trash106.jpg,plastic bottle,no,yes,Yes,0.132,13847.7
84,close_distance_trash106.jpg,metal scrap,no,no,No,0.154,13847.1
85,close_distance_trash106.jpg,can,no,no,No,0.13,13845.9
86,close_distance_trash106.jpg,plastic wrapper,no,yes,Yes,0.141,13847.1
87,close_distance_trash106.jpg,trash pile,no,yes,Yes,0.128,13847.7
88,close_distance_trash106.jpg,trash,no,yes,Yes,0.131,13846.5
89,close_distance_trash1062.jpg,plastic bottle,yes,yes,Yes,0.131,13847.7
90,close_distance_trash1062.jpg,trash pile,yes,yes,Yes,0.143,13847.7
91,close_distance_trash1062.jpg,can,no,yes,Yes,0.171,13845.9
92,close_distance_trash1062.jpg,metal scrap,no,yes,Yes,0.135,13847.1
93,close_distance_trash1062.jpg,plastic bag,no,yes,Yes,0.131,13847.1
94,close_distance_trash1062.jpg,plastic wrapper,no,yes,Yes,0.135,13847.1
95,close_distance_trash1062.jpg,glass,no,yes,Yes,0.15,13845.9
96,close_distance_trash1062.jpg,trash,no,yes,Yes,0.139,13846.5
97,close_distance_trash1097.jpg,plastic bottle,yes,yes,Yes,0.137,13847.7
98,close_distance_trash1097.jpg,trash pile,no,no,No,0.142,13847.7
99,close_distance_trash1097.jpg,metal scrap,no,no,No,0.131,13847.1
100,close_distance_trash1097.jpg,plastic wrapper,no,yes,Yes,0.17,13847.1
101,close_distance_trash1097.jpg,can,no,no,No,0.142,13845.9
102,close_distance_trash1097.jpg,glass,no,yes,Yes,0.143,13845.9
103,close_distance_trash1097.jpg,plastic bag,no,yes,Yes,0.132,13847.1
104,close_distance_trash1097.jpg,trash,no,yes,Yes,0.131,13846.5
105,close_distance_trash11.jpg,trash pile,yes,yes,Yes,0.138,13847.7
106,close_distance_trash11.jpg,plastic bottle,no,yes,Yes,0.153,13847.7
107,close_distance_trash11.jpg,metal scrap,no,no,No,0.134,13847.1
108,close_distance_trash11.jpg,plastic wrapper,no,yes,Yes,0.14,13847.1
109,close_distance_trash11.jpg,glass,no,no,No,0.131,13845.9
110,close_distance_trash11.jpg,trash,no,yes,Yes,0.142,13846.5
111,close_distance_trash11.jpg,plastic bag,no,yes,Yes,0.139,13847.1
112,close_distance_trash11.jpg,can,no,yes,Yes,0.125,13845.9
113,close_distance_trash1100.jpg,plastic bag,yes,yes,Yes,0.132,13847.1
114,close_distance_trash1100.jpg,trash,no,yes,Yes,0.142,13846.5
115,close_distance_trash1100.jpg,metal scrap,no,no,No,0.136,13847.1
116,close_distance_trash1100.jpg,plastic wrapper,no,yes,Yes,0.13,13847.1
117,close_distance_trash1100.jpg,plastic bottle,no,no,No,0.135,13847.7
118,close_distance_trash1100.jpg,can,no,no,No,0.132,13845.9
119,close_distance_trash1100.jpg,trash pile,no,no,No,0.136,13847.7
120,close_distance_trash1100.jpg,glass,no,no,No,0.137,13845.9
121,close_distance_trash1109.jpg,trash pile,yes,yes,Yes,0.149,13847.7
122,close_distance_trash1109.jpg,trash,yes,yes,Yes,0.164,13846.5
123,close_distance_trash1109.jpg,plastic bottle,no,yes,Yes,0.15,13847.7
124,close_distance_trash1109.jpg,can,no,yes,Yes,0.162,13845.9
125,close_distance_trash1109.jpg,plastic bag,no,yes,Yes,0.151,13847.1
126,close_distance_trash1109.jpg,plastic wrapper,no,yes,Yes,0.155,13847.1
127,close_distance_trash1109.jpg,glass,no,yes,Yes,0.159,13845.9
128,close_distance_trash1109.jpg,metal scrap,no,yes,Yes,0.154,13847.1
129,close_distance_trash1122.jpg,trash,yes,yes,Yes,0.181,13846.5
130,close_distance_trash1122.jpg,plastic bottle,no,yes,Yes,0.171,13847.7
131,close_distance_trash1122.jpg,plastic bag,no,yes,Yes,0.171,13847.1
132,close_distance_trash1122.jpg,trash pile,no,no,No,0.168,13847.7
133,close_distance_trash1122.jpg,glass,no,yes,Yes,0.164,13845.9
134,close_distance_trash1122.jpg,metal scrap,no,no,No,0.173,13847.1
135,close_distance_trash1122.jpg,plastic wrapper,no,yes,Yes,0.166,13847.1
136,close_distance_trash1122.jpg,can,no,yes,Yes,0.18,13845.9
137,close_distance_trash1126.jpg,glass,yes,yes,Yes,0.146,13845.9
138,close_distance_trash1126.jpg,metal scrap,no,no,No,0.14,13847.1
139,close_distance_trash1126.jpg,plastic bag,no,no,No,0.141,13847.1
140,close_distance_trash1126.jpg,plastic wrapper,no,no,No,0.146,13847.1
141,close_distance_trash1126.jpg,trash pile,no,no,No,0.133,13847.7
142,close_distance_trash1126.jpg,can,no,no,No,0.14,13845.9
143,close_distance_trash1126.jpg,plastic bottle,no,yes,Yes,0.138,13847.7
144,close_distance_trash1126.jpg,trash,no,yes,Yes,0.14,13846.5
145,close_distance_trash1129.jpg,plastic bottle,yes,yes,Yes,0.138,13847.7
146,close_distance_trash1129.jpg,trash pile,yes,yes,Yes,0.133,13847.7
147,close_distance_trash1129.jpg,trash,yes,yes,Yes,0.136,13846.5
148,close_distance_trash1129.jpg,plastic wrapper,no,yes,Yes,0.138,13847.1
149,close_distance_trash1129.jpg,can,no,yes,Yes,0.136,13845.9
150,close_distance_trash1129.jpg,metal scrap,no,yes,Yes,0.136,13847.1
151,close_distance_trash1129.jpg,glass,no,yes,Yes,0.148,13845.9
152,close_distance_trash1129.jpg,plastic bag,no,yes,Yes,0.14,13847.1
153,close_distance_trash113.jpg,plastic bag,yes,yes,Yes,0.139,13847.1
154,close_distance_trash113.jpg,plastic bottle,no,no,No,0.142,13847.7
155,close_distance_trash113.jpg,trash,no,yes,Yes,0.126,13846.5
156,close_distance_trash113.jpg,can,no,yes,Yes,0.135,13845.9
157,close_distance_trash113.jpg,plastic wrapper,no,no,No,0.132,13847.1
158,close_distance_trash113.jpg,metal scrap,no,yes,Yes,0.137,13847.1
159,close_distance_trash113.jpg,trash pile,no,no,No,0.132,13847.7
160,close_distance_trash113.jpg,glass,no,no,No,0.135,13845.9
161,close_distance_trash1136.jpg,plastic bag,yes,yes,Yes,0.132,13847.1
162,close_distance_trash1136.jpg,plastic bottle,no,no,No,0.134,13847.7
163,close_distance_trash1136.jpg,metal scrap,no,yes,Yes,0.151,13847.1
164,close_distance_trash1136.jpg,trash pile,no,no,No,0.138,13847.7
165,close_distance_trash1136.jpg,plastic wrapper,no,yes,Yes,0.135,13847.1
166,close_distance_trash1136.jpg,trash,no,no,No,0.143,13846.5
167,close_distance_trash1136.jpg,can,no,no,No,0.134,13845.9
168,close_distance_trash1136.jpg,glass,no,no,No,0.14,13845.9
169,close_distance_trash1137.jpg,plastic bottle,yes,yes,Yes,0.139,13847.7
170,close_distance_trash1137.jpg,can,yes,yes,Yes,0.13,13845.9
171,close_distance_trash1137.jpg,trash pile,yes,yes,Yes,0.153,13847.7
172,close_distance_trash1137.jpg,trash,yes,yes,Yes,0.138,13846.5
173,close_distance_trash1137.jpg,glass,no,yes,Yes,0.13,13845.9
174,close_distance_trash1137.jpg,plastic bag,no,yes,Yes,0.129,13847.1
175,close_distance_trash1137.jpg,metal scrap,no,no,No,0.142,13847.1
176,close_distance_trash1137.jpg,plastic wrapper,no,yes,Yes,0.145,13847.1
177,close_distance_trash1139.jpg,plastic bottle,yes,yes,Yes,0.137,13847.7
178,close_distance_trash1139.jpg,plastic wrapper,no,yes,Yes,0.139,13847.1
179,close_distance_trash1139.jpg,trash,no,yes,Yes,0.132,13846.5
180,close_distance_trash1139.jpg,glass,no,no,No,0.152,13845.9
181,close_distance_trash1139.jpg,metal scrap,no,no,No,0.13,13847.1
182,close_distance_trash1139.jpg,trash pile,no,no,No,0.143,13847.7
183,close_distance_trash1139.jpg,can,no,no,No,0.138,13845.9
184,close_distance_trash1139.jpg,plastic bag,no,yes,Yes,0.141,13847.1
185,close_distance_trash1150.jpg,plastic wrapper,yes,yes,Yes,0.136,13847.1
186,close_distance_trash1150.jpg,trash pile,no,no,No,0.14,13847.7
187,close_distance_trash1150.jpg,plastic bag,no,yes,Yes,0.133,13847.1
188,close_distance_trash1150.jpg,can,no,no,No,0.144,13845.9
189,close_distance_trash1150.jpg,metal scrap,no,no,No,0.132,13847.1
190,close_distance_trash1150.jpg,glass,no,no,No,0.15,13845.9
191,close_distance_trash1150.jpg,plastic bottle,no,no,No,0.135,13847.7
192,close_distance_trash1150.jpg,trash,no,yes,Yes,0.144,13846.5
193,close_distance_trash116.jpg,plastic bottle,yes,yes,Yes,0.135,13847.7
194,close_distance_trash116.jpg,trash,yes,yes,Yes,0.135,13846.5
195,close_distance_trash116.jpg,trash pile,no,yes,Yes,0.137,13847.7
196,close_distance_trash116.jpg,plastic bag,no,yes,Yes,0.138,13847.1
197,close_distance_trash116.jpg,can,no,yes,Yes,0.143,13845.9
198,close_distance_trash116.jpg,metal scrap,no,yes,Yes,0.15,13847.1
199,close_distance_trash116.jpg,glass,no,yes,Yes,0.134,13845.9
200,close_distance_trash116.jpg,plastic wrapper,no,yes,Yes,0.139,13847.1
201,close_distance_trash119.jpg,trash,yes,yes,Yes,0.132,13846.5
202,close_distance_trash119.jpg,glass,no,no,No,0.18,13845.9
203,close_distance_trash119.jpg,plastic bag,no,no,No,0.15,13847.1
204,close_distance_trash119.jpg,plastic wrapper,no,yes,Yes,0.145,13847.1
205,close_distance_trash119.jpg,plastic bottle,no,no,No,0.15,13847.7
206,close_distance_trash119.jpg,trash pile,no,yes,Yes,0.169,13847.7
207,close_distance_trash119.jpg,can,no,no,No,0.178,13845.9
208,close_distance_trash119.jpg,metal scrap,no,yes,Yes,0.157,13847.1
209,close_distance_trash12.jpg,plastic bottle,yes,yes,Yes,0.221,13847.7
210,close_distance_trash12.jpg,can,yes,yes,Yes,0.21,13845.9
211,close_distance_trash12.jpg,trash pile,yes,yes,Yes,0.154,13847.7
212,close_distance_trash12.jpg,trash,yes,yes,Yes,0.191,13846.5
213,close_distance_trash12.jpg,glass,no,yes,Yes,0.165,13845.9
214,close_distance_trash12.jpg,plastic bag,no,yes,Yes,0.157,13847.1
215,close_distance_trash12.jpg,plastic wrapper,no,yes,Yes,0.206,13847.1
216,close_distance_trash12.jpg,metal scrap,no,no,No,0.191,13847.1
217,close_distance_trash1201.jpg,can,yes,yes,Yes,0.151,13845.9
218,close_distance_trash1201.jpg,trash pile,no,no,No,0.143,13847.7
219,close_distance_trash1201.jpg,trash,no,yes,Yes,0.143,13846.5
220,close_distance_trash1201.jpg,plastic wrapper,no,yes,Yes,0.132,13847.1
221,close_distance_trash1201.jpg,glass,no,yes,Yes,0.143,13845.9
222,close_distance_trash1201.jpg,metal scrap,no,no,No,0.136,13847.1
223,close_distance_trash1201.jpg,plastic bag,no,no,No,0.134,13847.1
224,close_distance_trash1201.jpg,plastic bottle,no,yes,Yes,0.135,13847.7
225,close_distance_trash1208.jpg,can,yes,yes,Yes,0.145,13845.9
226,close_distance_trash1208.jpg,metal scrap,no,no,No,0.137,13847.1
227,close_distance_trash1208.jpg,plastic bottle,no,no,No,0.13,13847.7
228,close_distance_trash1208.jpg,plastic wrapper,no,no,No,0.136,13847.1
229,close_distance_trash1208.jpg,glass,no,no,No,0.139,13845.9
230,close_distance_trash1208.jpg,plastic bag,no,no,No,0.144,13847.1
231,close_distance_trash1208.jpg,trash,no,no,No,0.136,13846.5
232,close_distance_trash1208.jpg,trash pile,no,no,No,0.135,13847.7
233,close_distance_trash1219.jpg,plastic bottle,yes,yes,Yes,0.134,13847.7
234,close_distance_trash1219.jpg,can,yes,yes,Yes,0.141,13845.9
235,close_distance_trash1219.jpg,trash pile,yes,yes,Yes,0.132,13847.7
236,close_distance_trash1219.jpg,trash,yes,yes,Yes,0.133,13846.5
237,close_distance_trash1219.jpg,plastic bag,no,yes,Yes,0.145,13847.1
238,close_distance_trash1219.jpg,glass,no,yes,Yes,0.138,13845.9
239,close_distance_trash1219.jpg,plastic wrapper,no,yes,Yes,0.132,13847.1
240,close_distance_trash1219.jpg,metal scrap,no,yes,Yes,0.14,13847.1
241,close_distance_trash122.jpg,plastic bag,yes,yes,Yes,0.131,13847.1
242,close_distance_trash122.jpg,trash,yes,yes,Yes,0.134,13846.5
243,close_distance_trash122.jpg,metal scrap,no,yes,Yes,0.146,13847.1
244,close_distance_trash122.jpg,plastic bottle,no,yes,Yes,0.131,13847.7
245,close_distance_trash122.jpg,plastic wrapper,no,yes,Yes,0.145,13847.1
246,close_distance_trash122.jpg,trash pile,no,no,No,0.158,13847.7
247,close_distance_trash122.jpg,can,no,yes,Yes,0.147,13845.9
248,close_distance_trash122.jpg,glass,no,no,No,0.14,13845.9
249,close_distance_trash1223.jpg,plastic bottle,yes,yes,Yes,0.2,13847.7
250,close_distance_trash1223.jpg,trash pile,no,yes,Yes,0.214,13847.7
251,close_distance_trash1223.jpg,can,no,yes,Yes,0.191,13845.9
252,close_distance_trash1223.jpg,trash,no,yes,Yes,0.195,13846.5
253,close_distance_trash1223.jpg,glass,no,yes,Yes,0.195,13845.9
254,close_distance_trash1223.jpg,metal scrap,no,yes,Yes,0.196,13847.1
255,close_distance_trash1223.jpg,plastic bag,no,yes,Yes,0.198,13847.1
256,close_distance_trash1223.jpg,plastic wrapper,no,yes,Yes,0.194,13847.1
257,close_distance_trash1226.jpg,trash,yes,yes,Yes,0.177,13846.5
258,close_distance_trash1226.jpg,metal scrap,no,no,No,0.174,13847.1
259,close_distance_trash1226.jpg,plastic wrapper,no,yes,Yes,0.182,13847.1
260,close_distance_trash1226.jpg,plastic bag,no,yes,Yes,0.181,13847.1
261,close_distance_trash1226.jpg,plastic bottle,no,yes,Yes,0.195,13847.7
262,close_distance_trash1226.jpg,glass,no,yes,Yes,0.204,13845.9
263,close_distance_trash1226.jpg,can,no,yes,Yes,0.186,13845.9
264,close_distance_trash1226.jpg,trash pile,no,yes,Yes,0.175,13847.7
265,close_distance_trash1227.jpg,plastic bag,yes,yes,Yes,0.184,13847.1
266,close_distance_trash1227.jpg,trash,yes,yes,Yes,0.168,13846.5
267,close_distance_trash1227.jpg,glass,no,yes,Yes,0.172,13845.9
268,close_distance_trash1227.jpg,plastic wrapper,no,yes,Yes,0.175,13847.1
269,close_distance_trash1227.jpg,can,no,yes,Yes,0.173,13845.9
270,close_distance_trash1227.jpg,trash pile,no,yes,Yes,0.159,13847.7
271,close_distance_trash1227.jpg,metal scrap,no,no,No,0.167,13847.1
272,close_distance_trash1227.jpg,plastic bottle,no,yes,Yes,0.172,13847.7
273,close_distance_trash1229.jpg,trash,yes,yes,Yes,0.192,13846.5
274,close_distance_trash1229.jpg,plastic bottle,no,no,No,0.177,13847.7
275,close_distance_trash1229.jpg,can,no,no,No,0.177,13845.9
276,close_distance_trash1229.jpg,metal scrap,no,yes,Yes,0.17,13847.1
277,close_distance_trash1229.jpg,trash pile,no,no,No,0.174,13847.7
278,close_distance_trash1229.jpg,plastic bag,no,no,No,0.187,13847.1
279,close_distance_trash1229.jpg,plastic wrapper,no,yes,Yes,0.164,13847.1
280,close_distance_trash1229.jpg,glass,no,no,No,0.177,13845.9
281,close_distance_trash123.jpg,plastic bottle,yes,yes,Yes,0.136,13847.7
282,close_distance_trash123.jpg,plastic wrapper,yes,yes,Yes,0.138,13847.1
283,close_distance_trash123.jpg,trash,yes,yes,Yes,0.142,13846.5
284,close_distance_trash123.jpg,glass,no,yes,Yes,0.136,13845.9
285,close_distance_trash123.jpg,metal scrap,no,no,No,0.143,13847.1
286,close_distance_trash123.jpg,plastic bag,no,yes,Yes,0.14,13847.1
287,close_distance_trash123.jpg,trash pile,no,yes,Yes,0.131,13847.7
288,close_distance_trash123.jpg,can,no,yes,Yes,0.14,13845.9
289,close_distance_trash1230.jpg,plastic bottle,yes,yes,Yes,0.163,13847.7
290,close_distance_trash1230.jpg,plastic bag,yes,yes,Yes,0.151,13847.1
291,close_distance_trash1230.jpg,plastic wrapper,yes,yes,Yes,0.154,13847.1
292,close_distance_trash1230.jpg,trash pile,yes,yes,Yes,0.153,13847.7
293,close_distance_trash1230.jpg,glass,no,yes,Yes,0.156,13845.9
294,close_distance_trash1230.jpg,can,no,yes,Yes,0.148,13845.9
295,close_distance_trash1230.jpg,metal scrap,no,no,No,0.153,13847.1
296,close_distance_trash1230.jpg,trash,no,yes,Yes,0.155,13846.5
297,close_distance_trash1232.jpg,plastic wrapper,yes,yes,Yes,0.153,13847.1
298,close_distance_trash1232.jpg,trash,yes,yes,Yes,0.15,13846.5
299,close_distance_trash1232.jpg,glass,no,no,No,0.165,13845.9
300,close_distance_trash1232.jpg,can,no,no,No,0.151,13845.9
301,close_distance_trash1232.jpg,plastic bottle,no,no,No,0.156,13847.7
302,close_distance_trash1232.jpg,trash pile,no,yes,Yes,0.149,13847.7
303,close_distance_trash1232.jpg,metal scrap,no,no,No,0.148,13847.1
304,close_distance_trash1232.jpg,plastic bag,no,yes,Yes,0.145,13847.1
305,close_distance_trash1234.jpg,plastic bottle,yes,yes,Yes,0.158,13847.7
306,close_distance_trash1234.jpg,plastic wrapper,yes,yes,Yes,0.148,13847.1
307,close_distance_trash1234.jpg,trash,no,yes,Yes,0.149,13846.5
308,close_distance_trash1234.jpg,metal scrap,no,yes,Yes,0.149,13847.1
309,close_distance_trash1234.jpg,trash pile,no,yes,Yes,0.142,13847.7
310,close_distance_trash1234.jpg,plastic bag,no,yes,Yes,0.149,13847.1
311,close_distance_trash1234.jpg,glass,no,yes,Yes,0.152,13845.9
312,close_distance_trash1234.jpg,can,no,yes,Yes,0.154,13845.9
313,close_distance_trash1235.jpg,plastic bottle,yes,yes,Yes,0.17,13847.7
314,close_distance_trash1235.jpg,trash pile,no,no,No,0.145,13847.7
315,close_distance_trash1235.jpg,metal scrap,no,no,No,0.17,13847.1
316,close_distance_trash1235.jpg,plastic bag,no,yes,Yes,0.167,13847.1
317,close_distance_trash1235.jpg,trash,no,yes,Yes,0.17,13846.5
318,close_distance_trash1235.jpg,glass,no,yes,Yes,0.148,13845.9
319,close_distance_trash1235.jpg,can,no,yes,Yes,0.142,13845.9
320,close_distance_trash1235.jpg,plastic wrapper,no,yes,Yes,0.162,13847.1
321,close_distance_trash1236.jpg,plastic wrapper,yes,yes,Yes,0.152,13847.1
322,close_distance_trash1236.jpg,trash pile,yes,yes,Yes,0.151,13847.7
323,close_distance_trash1236.jpg,can,no,no,No,0.159,13845.9
324,close_distance_trash1236.jpg,plastic bag,no,yes,Yes,0.145,13847.1
325,close_distance_trash1236.jpg,trash,no,yes,Yes,0.153,13846.5
326,close_distance_trash1236.jpg,metal scrap,no,yes,Yes,0.158,13847.1
327,close_distance_trash1236.jpg,plastic bottle,no,yes,Yes,0.145,13847.7
328,close_distance_trash1236.jpg,glass,no,no,No,0.144,13845.9
329,close_distance_trash1237.jpg,plastic bottle,yes,yes,Yes,0.153,13847.7
330,close_distance_trash1237.jpg,can,yes,yes,Yes,0.147,13845.9
331,close_distance_trash1237.jpg,plastic wrapper,yes,yes,Yes,0.145,13847.1
332,close_distance_trash1237.jpg,trash,yes,yes,Yes,0.152,13846.5
333,close_distance_trash1237.jpg,glass,no,yes,Yes,0.153,13845.9
334,close_distance_trash1237.jpg,metal scrap,no,yes,Yes,0.16,13847.1
335,close_distance_trash1237.jpg,trash pile,no,yes,Yes,0.145,13847.7
336,close_distance_trash1237.jpg,plastic bag,no,yes,Yes,0.159,13847.1
337,close_distance_trash1239.jpg,trash pile,yes,yes,Yes,0.163,13847.7
338,close_distance_trash1239.jpg,can,no,yes,Yes,0.151,13845.9
339,close_distance_trash1239.jpg,plastic wrapper,no,yes,Yes,0.153,13847.1
340,close_distance_trash1239.jpg,plastic bottle,no,yes,Yes,0.173,13847.7
341,close_distance_trash1239.jpg,plastic bag,no,yes,Yes,0.158,13847.1
342,close_distance_trash1239.jpg,trash,no,yes,Yes,0.147,13846.5
343,close_distance_trash1239.jpg,metal scrap,no,yes,Yes,0.15,13847.1
344,close_distance_trash1239.jpg,glass,no,yes,Yes,0.147,13845.9
345,close_distance_trash1240.jpg,plastic wrapper,yes,yes,Yes,0.148,13847.1
346,close_distance_trash1240.jpg,trash pile,yes,yes,Yes,0.153,13847.7
347,close_distance_trash1240.jpg,trash,yes,yes,Yes,0.16,13846.5
348,close_distance_trash1240.jpg,metal scrap,no,yes,Yes,0.149,13847.1
349,close_distance_trash1240.jpg,can,no,no,No,0.145,13845.9
350,close_distance_trash1240.jpg,plastic bottle,no,yes,Yes,0.142,13847.7
351,close_distance_trash1240.jpg,glass,no,yes,Yes,0.151,13845.9
352,close_distance_trash1240.jpg,plastic bag,no,yes,Yes,0.145,13847.1
353,close_distance_trash1241.jpg,plastic wrapper,yes,yes,Yes,0.168,13847.1
354,close_distance_trash1241.jpg,plastic bottle,no,yes,Yes,0.15,13847.7
355,close_distance_trash1241.jpg,metal scrap,no,no,No,0.147,13847.1
356,close_distance_trash1241.jpg,glass,no,yes,Yes,0.146,13845.9
357,close_distance_trash1241.jpg,trash,no,yes,Yes,0.168,13846.5
358,close_distance_trash1241.jpg,can,no,yes,Yes,0.147,13845.9
359,close_distance_trash1241.jpg,plastic bag,no,yes,Yes,0.158,13847.1
360,close_distance_trash1241.jpg,trash pile,no,yes,Yes,0.147,13847.7
361,close_distance_trash1242.jpg,plastic wrapper,yes,yes,Yes,0.146,13847.1
362,close_distance_trash1242.jpg,trash pile,yes,yes,Yes,0.146,13847.7
363,close_distance_trash1242.jpg,trash,yes,yes,Yes,0.168,13846.5
364,close_distance_trash1242.jpg,can,no,yes,Yes,0.147,13845.9
365,close_distance_trash1242.jpg,glass,no,yes,Yes,0.162,13845.9
366,close_distance_trash1242.jpg,plastic bag,no,yes,Yes,0.151,13847.1
